"ID","Date","numYear","facYear","Interviewer","FieldTrip","mLat","mLong","PersonID","Screen18","PrevInter","Agreement","binRecall","TripDate","TripMonth","TripJulianDay","TripNum","SiteNum","Site","SiteType","Resident","BoatAccess","nDaysInArea","nBoatDays","nShoreDays","nTimesLast12m","UseLat","UseLong","ActivityType","Activity","Start","Stop","MedianTime","decMedianTime","decDuration","FishingType","BaitLure","MaxHook","KeptUndam","RelUndam","nDP","CaughtUndam","nHooked","binDP","perDP","proDP","nUndamHr","nDPHr","DPrateHr","Species","DiveMaxDepth","WhyChoose","WhyLeave","Detract","exTimes12m","exYrs","nexTimes12m","nexYrs","DiveCert","nDives","YrBorn","Postcode","Accom","Sex","nFemales","nMales","nGirls","nBoys","nAdults","nChild","PartySize","BoatLength","BoatID","Comments","LunarPhase"
80,2022-02-19,2022,"2022","EH","2",-33.8336790345621,121.931069646252,69,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.0464593205531,122.002831539368,"Extractive","Fishing","08:00","09:00","08:30",8.5,1,"Trolling","Lure",0,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"Explore",NA,3,30,NA,NA,"None",NA,1985,"14","Esperance","Male",0,2,0,0,2,0,2,4,"83430","NA|NA|NA","Full"
81,2022-02-19,2022,"2022","EH","2",-33.8336790345621,121.931069646252,69,"Yes","No","Yes","0",2022-02-19,"February",19042,1,2,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.964424974512,122.0470904761,"Extractive","Fishing","09:30","12:00","10:45",10.75,2.5,"Demersal","Bait",20,0,15,0,15,15,"0",0,0,6,0,0,NA,NA,NA,"Weather",NA,3,30,NA,NA,"None",NA,1985,"14","Esperance","Male",0,2,0,0,2,0,2,4,"83430","NA|NA|NA","Full"
82,2022-02-19,2022,"2022","EH","2",-33.8331800133575,121.930828465667,70,"Yes","No","NE","0",2022-02-19,"February",19042,1,1,"BandyCreekBR",NA,"Yes","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Full"
83,2022-02-19,2022,"2022","EH","2",-33.8333449069617,121.930884710983,71,"Yes","Yes","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9168055338437,121.887053038154,"Extractive","Fishing","04:30","12:00","08:15",8.25,7.5,"Casting","Bait",50,2,5,0,7,7,"0",0,0,0.93,0,0,"Blue fin tuna",NA,NA,"Weather",NA,12,40,NA,NA,"None",NA,1976,"14","Esperance","Male",0,1,0,0,1,0,1,5,"Cu900","NA|NA|NA","Full"
84,2022-02-19,2022,"2022","EH","2",-33.8339600627586,121.931306569722,72,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9181679793588,121.905240388685,"Extractive","Fishing","07:00","08:30","07:45",7.75,1.5,"Trolling","Lure",0,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"Weather","Conditions",20,40,NA,NA,"None",NA,1975,"14","Esperance","Male",0,1,0,1,1,1,2,6,"Silver ace","NA|NA|NA","Full"
85,2022-02-19,2022,"2022","EH","2",-33.8339600627586,121.931306569722,72,"Yes","No","Yes","0",2022-02-19,"February",19042,1,2,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8791346291289,122.022944230183,"Extractive","Fishing","09:00","11:00","10:00",10,2,"Trolling","Lure",0,5,2,0,7,7,"0",0,0,3.5,0,0,"Blue fin tuna",NA,NA,"ActivityChange",NA,20,40,NA,NA,"None",NA,1975,"14","Esperance","Male",0,1,0,1,1,1,2,6,"Silver ace","NA|NA|NA","Full"
86,2022-02-19,2022,"2022","EH","2",-33.8339600627586,121.931306569722,72,"Yes","No","Yes","0",2022-02-19,"February",19042,1,3,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9679144749454,122.013731575753,"Extractive","Fishing","11:00","12:00","11:30",11.5,1,"Demersal","Lure",25,1,2,0,3,3,"0",0,0,3,0,0,"Harlequin",NA,NA,"ActivityChange",NA,20,40,NA,NA,"None",NA,1975,"14","Esperance","Male",0,1,0,1,1,1,2,6,"Silver ace","NA|NA|NA","Full"
87,2022-02-19,2022,"2022","EH","2",-33.8325130319403,121.931258867384,73,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",2,2,2,0,-33.8909658470603,121.865630286549,"Extractive","Fishing","06:00","12:45","09:22",9.37,6.75,"Demersal","Bait",28,5,25,0,30,30,"0",0,0,4.44,0,0,"Black ass, queens,",NA,NA,"Weather",NA,280,45,NA,NA,"None",NA,1961,"14","Esperance","Male",0,2,0,0,2,0,2,7,"Eo195","NA|NA|NA","Full"
88,2022-02-19,2022,"2022","EH","2",-33.8336591694317,121.9308571884,74,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8914058219327,121.863691875778,"Extractive","Fishing","06:00","12:30","09:15",9.25,6.5,"Demersal","Bait",60,40,10,0,50,50,"0",0,0,7.69,0,0,"Sand whiting,",NA,NA,"Weather",NA,4,45,NA,NA,"None",NA,1958,"14","Esperance","Male",0,2,0,0,2,0,2,6,"90529","NA|NA|NA","Full"
89,2022-02-19,2022,"2022","EH","2",-33.8337725450758,121.931703691553,75,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.043049303391,122.030060341606,"Extractive","Fishing","07:30","13:00","10:15",10.25,5.5,"Demersal","Bait",50,10,2,0,12,12,"0",0,0,2.18,0,0,"Nanniguie, queen fish, break sea cod, swallowtail,",NA,NA,"Weather",NA,8,50,NA,NA,"None",NA,1951,"14","Esperance","Male",0,3,0,0,3,0,3,6,"54607","NA|NA|NA","Full"
90,2022-02-19,2022,"2022","EH","2",-33.8338607135089,121.930832903344,76,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.1633939343294,122.244547476157,"Extractive","Fishing","07:00","11:30","09:15",9.25,4.5,"Demersal","Bait",60,29,15,1,44,45,"1",2.22,0.02,9.78,0.22,0.02,"Harlequin, western blue devil, cuttlefish, black ass, queen snapper",NA,NA,"BagLimit",NA,15,40,NA,NA,"None",NA,1969,"14","Esperance","Male",0,3,0,0,3,0,3,6,"33261","NA|NA|NA","Full"
91,2022-02-19,2022,"2022","EH","2",-33.8344245929533,121.929719281649,77,"Yes","Yes","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.1207957681094,121.989951753539,"Extractive","Fishing","07:00","12:30","09:45",9.75,5.5,"Casting","Bait",55,10,5,0,15,15,"0",0,0,2.73,0,0,"Nanneguie, break sea cod, blue grouper, queeny",NA,NA,"Weather",NA,100,35,NA,NA,"None",NA,1971,"14","Esperance","Male",0,2,0,0,2,0,2,6,"Gs185","NA|NA|NA","Full"
92,2022-02-19,2022,"2022","EH","2",-33.8336210852582,121.931357559894,78,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",4,4,0,2,-34.0090171108147,121.676358121811,"Extractive","Fishing","08:30","13:00","10:45",10.75,4.5,"Demersal","Bait",25,8,0,0,8,8,"0",0,0,1.78,0,0,"Black ass cod, harlequin, salmon",NA,NA,"Weather",NA,8,40,NA,NA,"None",NA,1968,"14","Esperance","Male",0,2,0,0,2,0,2,4,"E8416","NA|NA|No to the marine park, they like fishing. They believe there should be places to wash down your boat. More toilet facilities needed too. Seemed to listen when told that marine parks are not all no fishing zones.","Full"
93,2022-02-19,2022,"2022","EH","2",-33.8331749869776,121.931157424232,79,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","No","Yes",7,1,7,0,-33.9578697133729,122.001141846946,"NonExtractive","Snorkeling","07:30","10:00","08:45",8.75,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaturalSurroundings","EndOfDay",NA,35,20,100,12,"OW",10,1993,"2","Esperance","Male",2,1,0,0,3,0,3,8,"Ey801","NA|NA|NA","Full"
94,2022-02-19,2022,"2022","EH","2",-33.8332592511842,121.931311333488,80,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.2468074095418,122.233677217128,"Extractive","Fishing","06:30","14:00","10:15",10.25,7.5,"Demersal","Both",65,9,12,0,21,21,"0",0,0,2.8,0,0,"Nanniguie, gummy shark, black ass,",NA,NA,"Weather","Conditions",50,20,NA,NA,"None",NA,1998,"14","Esperance","Male",0,4,0,0,4,0,4,8,"Eu799","NA|NA|Asked about marine park and were very willing to listen","Full"
95,2022-02-22,2022,"2022","NSH","2",-33.8651313677191,121.894188276505,81,"Yes","No","Yes","0",2022-02-22,"February",19045,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8532964240394,121.902528916526,"Extractive","Fishing","08:00","09:55","08:57",8.95,1.92,"Casting","Lure",0,24,100,0,124,124,"0",0,0,64.58,0,0,"Herring",NA,NA,"EndOfDay",NA,0,62,NA,NA,"None",0,1952,"14","Esperance","Male",0,3,0,0,3,0,3,NA,"90856","NA|NA|NA","Waning"
96,2022-02-22,2022,"2022","NSH","2",-33.8654891865764,121.893983569317,82,"Yes","No","Yes","0",2022-02-22,"February",19045,2,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9254288679162,121.901858942208,"Extractive","Fishing","10:40","11:10","10:55",10.92,0.5,"Cray",NA,26,10,0,0,10,10,"0",0,0,20,0,0,"Abalone",NA,NA,"BagLimit",NA,42,40,NA,NA,"AOW",500,1963,"14","Esperance","Male",1,1,0,0,2,0,2,4,"GB557","Scuba diving|NA|Avidity for extractive diving, only fishing he does","Waning"
97,2022-02-22,2022,"2022","NSH","2",-33.8654891865764,121.893983569317,82,"Yes","No","Yes","1",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9922200531184,122.22561431104,"Extractive","Fishing","09:00","09:39","09:19",9.32,0.65,"Cray",NA,29,2,0,0,2,2,"0",0,0,3.08,0,0,"Cray",NA,NA,"Other",NA,42,40,NA,NA,"AOW",500,1963,"14","Esperance","Male",1,1,0,0,2,0,2,4,"GB557","No air, scuba diving|NA|Avidity for extractive diving, only fishing he does","Waning"
98,2022-02-22,2022,"2022","NSH","2",-33.8654891865764,121.893983569317,82,"Yes","No","Yes","1",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9901177127873,122.227685148755,"Extractive","Fishing","11:00","11:30","11:15",11.25,0.5,"Cray",NA,24,4,0,0,4,4,"0",0,0,8,0,0,"4 abalone, 1 cray",NA,NA,"Other",NA,42,40,NA,NA,"AOW",500,1963,"14","Esperance","Male",1,1,0,0,2,0,2,4,"GB557","No air, scuba diving|NA|Avidity for extractive diving, only fishing he does","Waning"
99,2022-02-22,2022,"2022","NSH","2",-33.8646769916126,121.894190158476,83,"Yes","Yes","Yes","0",2022-02-22,"February",19045,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9280215239494,121.87663777851,"Extractive","Fishing","08:30","12:00","10:15",10.25,3.5,"Demersal","Bait",45,5,2,0,7,7,"0",0,0,2,0,0,"Blue morwong, breaksea cod, blue devil",NA,NA,"EndOfDay",NA,100,60,NA,NA,"None",0,1951,"14","Esperance","Male",0,2,0,0,2,0,2,4,"DX350","NA|NA|NA","Waning"
100,2022-02-22,2022,"2022","NSH","2",-33.8651313677191,121.894188276505,84,"Yes","No","Yes","0",2022-02-22,"February",19045,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8798356647241,121.906288136021,"NonExtractive","JetSki","11:90","12:45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Access","Weather",NA,7,27,1,4,"None",NA,1990,"14","Esperance","Male",0,1,0,0,1,0,1,3,"Gm620","NA|NA|NA","Waning"
101,2022-02-26,2022,"2022","NSH","2",-33.8637716507393,121.89375221091,85,"Yes","No","No","0",2022-02-26,"February",19049,1,1,"EsperanceBR",NA,"No","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Waning"
102,2022-02-26,2022,"2022","NSH","2",-33.8657920906764,121.894219027634,86,"Yes","No","Yes","0",2022-02-26,"February",19049,1,1,"EsperanceBR","Boat","No","Yes",2,1,0,6,-33.8913999302527,121.859800253593,"Extractive","Fishing","07:00","09:45","08:22",8.37,2.75,"Demersal","Bait",50,1,2,0,3,3,"0",0,0,1.09,0,0,"Blue fin tuna",NA,NA,"ActivityChange","Conditions",6,50,NA,NA,"None",0,1959,"5","Esperance","Male",1,2,0,0,3,0,3,5,"75708","NA|NA|NA","Waning"
103,2022-02-17,2022,"2022","EH","2",-33.8333601957516,121.931554546961,87,"Yes","No","Yes","0",2022-02-17,"February",19040,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9157347334301,121.912876722573,"Extractive","Fishing","07:00","10:00","08:30",8.5,3,"Trolling","Lure",0,1,0,0,1,1,"0",0,0,0.33,0,0,"Snook",NA,NA,"EndOfDay",NA,52,20,NA,NA,"OW",400,1989,"14","Esperance","Male",0,1,0,0,1,0,1,4,"Ey540","NA|NA|NA","Full"
104,2022-02-17,2022,"2022","EH","2",-33.8331969273926,121.931631622413,88,"Yes","No","Yes","0",2022-02-17,"February",19040,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9242098449453,121.97304738588,"Extractive","Fishing","05:00","09:00","07:00",7,4,"Demersal","Both",50,10,10,0,20,20,"0",0,0,5,0,0,"Nannygui, break sea cod, harlequin, break sea, swallow rail, queen snapper",NA,NA,"EndOfDay","Other",10,30,NA,NA,"None",NA,1982,"14","Esperance","Male",0,2,0,0,2,0,2,5,"201","Too many octopus traps and marine debri|NA|NA","Full"
105,2022-02-17,2022,"2022","EH","2",-33.8332986077823,121.930904880856,89,"Yes","Yes","Yes","0",2022-02-17,"February",19040,1,1,"BandyCreekBR","Boat","Yes","Yes",7,2,7,0,-33.8555228309262,121.955693878545,"Extractive","Fishing","08:00","10:00","09:00",9,2,"Casting","Lure",11,0,20,0,20,20,"0",0,0,10,0,0,"Herring",NA,NA,"Weather",NA,24,15,NA,NA,"None",NA,1990,"14","Esperance","Male",1,1,0,0,2,0,2,3,"Gq675","NA|NA|NA","Full"
106,2022-02-17,2022,"2022","EH","2",-33.8330929060611,121.931310454037,90,"Yes","No","Yes","0",2022-02-17,"February",19040,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9366275334383,122.029399892124,"Extractive","Fishing","06:30","11:30","09:00",9,5,"Casting","Both",13,26,12,0,38,38,"0",0,0,7.6,0,0,"Herring, whiting, squid",NA,NA,"Weather",NA,20,8,NA,NA,"None",NA,1964,"14","Esperance","Female",1,0,0,0,1,0,1,5,"Bu962","NA|NA|NA","Full"
107,2022-02-17,2022,"2022","EH","2",-33.8335526011589,121.930971801752,91,"Yes","No","Yes","0",2022-02-17,"February",19040,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8353134633522,121.996375529779,"Extractive","Fishing","08:00","11:30","09:45",9.75,3.5,"Casting","Both",8,4,3,0,7,7,"0",0,0,2,0,0,"Herring",NA,NA,"Weather",NA,55,20,NA,NA,"None",NA,1999,"14","Esperance","Female",1,1,0,0,2,0,2,3,"Ab405","NA|NA|NA","Full"
108,2022-02-17,2022,"2022","EH","2",-33.833446108865,121.931014457355,92,"Yes","No","Yes","0",2022-02-17,"February",19040,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8437479533773,121.950602102649,"Extractive","Fishing","09:00","10:00","09:30",9.5,1,"Casting","Lure",4,1,0,0,1,1,"0",0,0,1,0,0,"Squid",NA,"Explore","ActivityChange",NA,20,41,1,3,"None",NA,1974,"14","Esperance","Male",2,2,0,0,4,0,4,6,"Gs158","NA|They went for lunch at woody island , the restaurant.|NA","Full"
109,2022-02-17,2022,"2022","EH","2",-33.8331372838948,121.931146692958,93,"Yes","Yes","Yes","0",2022-02-17,"February",19040,1,1,"BandyCreekBR","Boat","Yes","Yes",14,5,7,0,-34.1357772461529,121.926797841768,"Extractive","Fishing","08:00","08:30","08:15",8.25,0.5,"Casting","Both",40,0,0,0,0,0,"0",0,0,0,0,0,"0",NA,NA,"LowCatch",NA,30,28,NA,NA,"None",NA,1990,"14","Esperance","Male",1,1,0,0,2,0,2,4,"Du287","NA|NA|NA","Full"
110,2022-02-17,2022,"2022","EH","2",-33.8331372838948,121.931146692958,93,"Yes","Yes","Yes","0",2022-02-17,"February",19040,1,2,"BandyCreekBR","Boat","Yes","Yes",14,5,7,0,-34.2516343854631,121.82813163676,"Extractive","Fishing","08:40","11:00","09:50",9.83,2.33,"Casting","Both",70,3,1,0,4,4,"0",0,0,1.72,0,0,"Break sea cod, queen snapper",NA,NA,"Weather",NA,30,28,NA,NA,"None",NA,1990,"14","Esperance","Male",1,1,0,0,2,0,2,4,"Du287","NA|NA|NA","Full"
111,2022-02-18,2022,"2022","EH","2",-33.8331268132593,121.931156523222,94,"Yes","No","Yes","0",2022-02-18,"February",19041,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8638690257964,121.949034742802,"Extractive","Fishing","07:30","09:20","08:25",8.42,1.83,"Casting","Both",20,2,5,0,7,7,"0",0,0,3.83,0,0,"Herring, black arse, flatly",NA,NA,"ActivityChange",NA,12,6,NA,NA,"OW",20,2001,"14","Esperance","Male",0,2,0,0,2,0,2,4,"Catcher (small writing)","NA|NA|NA","Full"
112,2022-02-18,2022,"2022","EH","2",-33.8335862111899,121.931232881818,95,"Yes","Yes","Yes","0",2022-02-18,"February",19041,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9024671036727,121.989716440749,"Extractive","Fishing","07:30","11:00","09:15",9.25,3.5,"Casting","Bait",30,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"Weather",NA,100,35,NA,NA,"None",NA,1971,"14","Esperance","Male",0,2,0,0,2,0,2,6,"Gs185","Checking out the artificial reef, but no luck with catching anything|NA|NA","Full"
113,2022-02-18,2022,"2022","EH","2",-33.8332003770584,121.931301224746,96,"Yes","No","Yes","0",2022-02-18,"February",19041,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.1985083163575,122.107096518639,"Extractive","Fishing","08:00","11:00","09:30",9.5,3,"Casting","Bait",70,15,6,0,21,21,"0",0,0,7,0,0,"Red snapper, black ass, break sea cod, queeny,",NA,NA,"Weather",NA,24,15,NA,NA,"None",NA,1975,"14","Esperance","Female",2,1,0,0,3,0,3,9,"Gn707","NA|NA|NA","Full"
114,2022-02-19,2022,"2022","NSH","2",-33.8646425464441,121.893601184348,97,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","No","Yes",NA,NA,NA,0,-33.8479562702501,121.962134340093,"NonExtractive","JetSki","09:45","10:15","10:00",10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"NaturalSurroundings","EndOfDay",NA,6,30,12,9,"OW",39,1978,"1","Esperance","Female",1,2,0,2,3,2,5,2,"EP001","NA|To while bay and back|NA","Full"
115,2022-02-19,2022,"2022","NSH","2",-33.8644885776094,121.89421383627,98,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","No","Yes",3,1,3,3,-33.8515829901124,121.944337295875,"NonExtractive","JetSki","07:30","09:45","08:37",8.62,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Megafauna","EndOfDay","Other",0,0,1,1,"None",NA,1981,"12","Esperance","Female",2,1,1,0,3,1,4,2,NA,"NA|Looking for dolphins, saw adult and calf|JetSki training","Full"
116,2022-02-19,2022,"2022","NSH","2",-33.8646572537823,121.893826233886,99,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8629952704877,121.914762261202,"Extractive","Fishing","08:00","10:00","09:00",9,2,"Trolling","Lure",0,5,1,0,6,6,"0",0,0,3,0,0,"Herring",NA,NA,"Weather","ConflictDifferent",5,40,NA,NA,"None",0,1956,"14","Esperance","Female",1,1,1,0,2,1,3,4,"DM815","Saw pod dolphin - not direct conflict but worried about getting in way off sailing club|NA|NA","Full"
117,2022-02-19,2022,"2022","NSH","2",-33.8647509034469,121.894178860365,100,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8644506272708,121.898810454494,"Extractive","Fishing","09:46","10:30","10:08",10.13,0.73,"Casting","Bait",8,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"EndOfDay",NA,20,20,NA,NA,"None",0,1988,"14","Esperance","Male",0,1,0,1,1,1,2,3,"69823","NA|NA|NA","Full"
118,2022-02-19,2022,"2022","NSH","2",-33.8655776288516,121.894364547524,101,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8445026494317,121.916589639306,"NonExtractive","TowSport","09:00","10:45","09:52",9.87,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Access","EndOfDay",NA,10,4,12,2,"None",0,2000,"14","Esperance","Male",1,2,0,0,3,0,3,2,"Gj673","NA|NA|Jet ski","Full"
119,2022-02-19,2022,"2022","NSH","2",-33.8646572537823,121.893826233886,102,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9239095290822,121.863847258271,"Extractive","Fishing","06:00","09:30","07:45",7.75,3.5,"Demersal","Bait",20,2,6,0,8,8,"0",0,0,2.29,0,0,"Samson, queen snapper,",NA,NA,"EndOfDay",NA,24,3,NA,NA,"None",0,1987,"14","Esperance","Female",1,1,0,1,2,1,3,2,"EX236","NA|NA|NA","Full"
120,2022-02-19,2022,"2022","NSH","2",-33.8646425464441,121.893601184348,103,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes",5,1,3,0,-33.8812865468637,121.895356805027,"Extractive","Fishing","09:00","11:00","10:00",10,2,"Demersal","Bait",24,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"ActivityChange",NA,20,15,NA,NA,"OW",12,1969,"14","Esperance","Male",0,2,0,0,2,0,2,3,"A3O10","NA|NA|NA","Full"
