"ID","Date","numYear","facYear","Interviewer","FieldTrip","mLat","mLong","PersonID","Screen18","PrevInter","Agreement","binRecall","TripDate","TripMonth","TripJulianDay","TripNum","SiteNum","Site","SiteType","Resident","BoatAccess","nDaysInArea","nBoatDays","nShoreDays","nTimesLast12m","UseLat","UseLong","ActivityType","Activity","Start","Stop","MedianTime","decMedianTime","decDuration","FishingType","BaitLure","MaxHook","KeptUndam","RelUndam","nDP","CaughtUndam","nHooked","binDP","perDP","proDP","nUndamHr","nDPHr","DPrateHr","Species","DiveMaxDepth","WhyChoose","WhyLeave","Detract","exTimes12m","exYrs","nexTimes12m","nexYrs","DiveCert","nDives","YrBorn","Postcode","Accom","Sex","nFemales","nMales","nGirls","nBoys","nAdults","nChild","PartySize","BoatLength","BoatID","Comments","LunarPhase"
121,2022-02-19,2022,"2022","NSH","2",-33.8646572537823,121.893826233886,104,"Yes","No","No","0",2022-02-19,"February",19042,1,1,"EsperanceBR",NA,"Yes","Yes",NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Full"
122,2022-02-19,2022,"2022","NSH","2",-33.8646572537823,121.893826233886,105,"Yes","Yes","No","0",2022-02-19,"February",19042,1,1,"EsperanceBR",NA,"Yes","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Full"
123,2022-02-19,2022,"2022","NSH","2",-33.8655776288516,121.894364547524,106,"Yes","Yes","No","0",2022-02-19,"February",19042,1,1,"EsperanceBR",NA,"Yes","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Full"
124,2022-02-19,2022,"2022","NSH","2",-33.8651313677191,121.894188276505,107,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-34.1384036131576,121.93638070091,"Extractive","Fishing","07:00","08:00","07:30",7.5,1,"Demersal","Bait",60,2,0,0,2,2,"0",0,0,2,0,0,"Swallow tail, nannygui",NA,NA,"LowCatch",NA,1,11,NA,NA,"None",0,2002,"14","Esperance","Male",0,3,0,0,3,0,3,4,"EB752","NA|NA|NA","Full"
125,2022-02-19,2022,"2022","NSH","2",-33.865724200002,121.89399898261,108,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9713020280841,122.01131530437,"Extractive","Fishing","10:00","11:00","10:30",10.5,1,"Demersal","Bait",40,2,0,0,2,2,"0",0,0,2,0,0,"Nannagui, black arse",NA,NA,"ActivityChange",NA,20,35,NA,NA,"None",0,1974,"14","Esperance","Male",0,2,0,1,2,1,3,4,"BS603","NA|NA|Wearing EDSAC top","Full"
126,2022-02-19,2022,"2022","NSH","2",-33.865724200002,121.89399898261,108,"Yes","No","Yes","0",2022-02-19,"February",19042,1,2,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9456512403989,121.952538066409,"Extractive","Fishing","11:20","11:45","11:32",11.53,0.42,"Trolling","Lure",0,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"ActivityChange",NA,20,35,NA,NA,"None",0,1974,"14","Esperance","Male",0,2,0,1,2,1,3,4,"BS603","Between woody and cull island|NA|Wearing EDSAC top","Full"
127,2022-02-19,2022,"2022","NSH","2",-33.865724200002,121.89399898261,108,"Yes","No","Yes","0",2022-02-19,"February",19042,1,3,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9143667756437,121.905655508262,"Extractive","Fishing","12:00","12:15","12:07",12.12,0.25,"Casting","Lure",0,5,0,0,5,5,"0",0,0,20,0,0,"Herring",NA,NA,"Weather",NA,20,35,NA,NA,"None",0,1974,"14","Esperance","Male",0,2,0,1,2,1,3,4,"BS603","NA|NA|Wearing EDSAC top","Full"
128,2022-02-19,2022,"2022","NSH","2",-33.8339321955526,121.93110378942,109,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.1127653266187,121.983862497335,"Extractive","Fishing","07:30","12:00","09:45",9.75,4.5,"Demersal","Bait",40,25,15,0,40,40,"0",0,0,8.89,0,0,"Nannagui, queen snapper, sweep, queenie",NA,NA,"Other","Other",20,60,NA,NA,"None",0,1947,"14","Esperance","Male",0,4,0,0,4,0,4,8,"DV847","Motor problem|NA|NA","Full"
129,2022-02-19,2022,"2022","NSH","2",-33.8334782123724,121.931281839102,110,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9193448027645,121.806719750279,"Extractive","Fishing","08:00","12:30","10:15",10.25,4.5,"Demersal","Bait",20,13,6,0,19,19,"0",0,0,4.22,0,0,"Whiting, herring",NA,NA,"EndOfDay","Safety",18,30,NA,NA,"None",0,1957,"14","Esperance","Male",0,1,0,0,1,0,1,3,"BA799","Too hot|NA|NA","Full"
130,2022-02-19,2022,"2022","NSH","2",-33.8334055240985,121.931498530715,111,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9544532594134,121.770110287093,"Extractive","Fishing","07:30","09:00","08:15",8.25,1.5,"Demersal","Bait",40,7,3,0,10,10,"0",0,0,6.67,0,0,"Queen snapper, break sea cod",NA,NA,"LowCatch",NA,4,60,NA,NA,"None",0,1955,"14","Esperance","Male",0,2,0,0,2,0,2,5,"35452","NA|NA|NA","Full"
131,2022-02-19,2022,"2022","NSH","2",-33.8334055240985,121.931498530715,111,"Yes","No","Yes","0",2022-02-19,"February",19042,1,2,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.0473175907079,121.882036916574,"Extractive","Fishing","10:00","10:00","10:00",10,0,"Demersal","Bait",40,0,0,0,0,0,"0",0,0,NA,NA,0,NA,NA,NA,"LowCatch",NA,4,60,NA,NA,"None",0,1955,"14","Esperance","Male",0,2,0,0,2,0,2,5,"35452","NA|NA|NA","Full"
132,2022-02-19,2022,"2022","NSH","2",-33.8339321955526,121.93110378942,112,"Yes","Yes","No","0",2022-02-19,"February",19042,1,1,"BandyCreekBR",NA,"Yes","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Full"
133,2022-02-19,2022,"2022","NSH","2",-33.8339990235536,121.930806039226,113,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.4321807377211,122.024640016776,"Extractive","Fishing","07:30","13:00","10:15",10.25,5.5,"Demersal","Both",76,3,2,0,5,5,"0",0,0,0.91,0,0,"Break sea",NA,NA,"EndOfDay",NA,6,36,NA,NA,"None",0,1972,"14","Esperance","Male",0,2,0,0,2,0,2,5,"GP863","NA|NA|NA","Full"
134,2022-02-19,2022,"2022","NSH","2",-33.8335626710366,121.931465546375,114,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8855486662041,121.865320827714,"NonExtractive","Beachgoing","10:00","11:00","10:30",10.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weather","ActivityChange",NA,15,15,3,10,"None",0,1972,"14","Esperance","Female",2,1,0,0,3,0,3,5,"52926","NA|NA|NA","Full"
135,2022-02-19,2022,"2022","NSH","2",-33.8339321955526,121.93110378942,115,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.4488695741258,121.952469339002,"Extractive","Fishing","06:45","12:00","09:22",9.37,5.25,"Demersal","Both",80,45,25,0,70,70,"0",0,0,13.33,0,0,"Nannagui, breaksea, yellowtail king fish, queeni fish, sansom fish",NA,NA,"EndOfDay",NA,3,23,NA,NA,"None",0,1991,"14","Esperance","Male",0,3,0,0,3,0,3,7,"BI410","Bagged out on nannygui and kingfish|NA|NA","Full"
136,2022-02-19,2022,"2022","NSH","2",-33.833337737519,121.931509518908,116,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.4701541301251,121.978287440392,"Extractive","Fishing","08:30","13:30","11:00",11,5,"Demersal","Bait",60,70,20,1,90,91,"1",1.1,0.01,18,0.2,0.01,"Blackwater, nannagui, Samson, duh fish",NA,NA,"EndOfDay",NA,24,35,NA,NA,"None",0,1974,"14","Esperance","Male",1,3,0,0,4,0,4,10,"GN707","NA|NA|NA","Full"
137,2022-02-22,2022,"2022","EH","2",-33.8336275853424,121.930681462659,117,"Yes","No","Yes","0",2022-02-22,"February",19045,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8886857709626,121.854989103307,"Extractive","Fishing","10:30","11:45","11:07",11.12,1.25,"Casting","Bait",12,10,5,0,15,15,"0",0,0,12,0,0,"Whiting",NA,NA,"Weather",NA,10,25,NA,NA,"None",NA,1985,"14","Esperance","Male",0,1,0,0,1,0,1,3,"E345","NA|NA|NA","Waning"
138,2022-02-22,2022,"2022","EH","2",-33.8336866091586,121.931071470731,118,"Yes","Yes","Yes","0",2022-02-22,"February",19045,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8695020466854,121.942497548868,"Extractive","Fishing","20:00","11:45","15:52",15.87,-8.25,"Casting","Lure",9,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"Weather","Safety",38,63,NA,NA,"I",500,1958,"14","Esperance","Male",0,1,0,0,1,0,1,3,"Ed284","Too many bouys,|NA|NA","Waning"
139,2022-02-22,2022,"2022","EH","2",-33.8331765733914,121.931048309468,119,"Yes","No","Yes","0",2022-02-22,"February",19045,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.1797535438884,122.093112202964,"Extractive","Fishing","06:00","09:00","07:30",7.5,3,"Casting","Bait",70,27,14,0,41,41,"0",0,0,13.67,0,0,"Nannygui, break",NA,"NaturalSurroundings","BagLimit","Safety",12,14,12,18,"None",NA,1989,"14","Esperance","Male",0,3,0,0,3,0,3,6,"Dj707","Too many octopus pots|Had a swim because the conditions were good|NA","Waning"
140,2022-02-22,2022,"2022","EH","2",-33.8337643653257,121.931361540329,120,"Yes","Yes","Yes","0",2022-02-22,"February",19045,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.1746964797865,121.669028711712,"Extractive","Fishing","06:30","11:30","09:00",9,5,"Demersal","Bait",50,14,6,0,20,20,"0",0,0,4,0,0,"Nannagui, queen snapper, black arse, harlequin",NA,NA,"Weather",NA,40,40,NA,NA,"None",NA,1971,"14","Esperance","Male",0,4,0,0,4,0,4,7,"Gs134","NA|NA|Used to scuba, didn’t voice any reason he stopped","Waning"
141,2022-02-22,2022,"2022","EH","2",-33.8341638797609,121.931285418889,121,"Yes","Yes","No","0",2022-02-22,"February",19045,1,1,"BandyCreekBR",NA,"Yes","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Waning"
142,2022-02-22,2022,"2022","EH","2",-33.8333127974347,121.931268361678,122,"Yes","No","Yes","0",2022-02-22,"February",19045,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9185661819637,121.902322220468,"Extractive","Fishing","09:30","12:30","11:00",11,3,"Trolling","Lure",0,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"Weather",NA,12,20,NA,NA,"None",NA,1961,"14","Esperance","Male",0,2,0,0,2,0,2,4,"Wet day","NA|NA|NA","Waning"
143,2022-02-22,2022,"2022","EH","2",-33.8333127974347,121.931268361678,122,"Yes","No","Yes","0",2022-02-22,"February",19045,1,2,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8524904259922,121.930558822859,"Extractive","Fishing","11:30","13:30","12:30",12.5,2,"Casting","Bait",9,8,4,0,12,12,"0",0,0,6,0,0,"King George, herring",NA,NA,"EndOfDay",NA,12,20,NA,NA,"None",NA,1961,"14","Esperance","Male",0,2,0,0,2,0,2,4,"Wet day","NA|NA|NA","Waning"
144,2022-02-22,2022,"2022","EH","2",-33.8336956977779,121.931202597813,123,"Yes","No","Yes","0",2022-02-22,"February",19045,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.132818097155,121.776679382899,"Extractive","Fishing","06:00","11:00","08:30",8.5,5,"Demersal","Bait",45,15,3,0,18,18,"0",0,0,3.6,0,0,"Nannagui even, harlequin, queen snapper, swallowtail,",NA,NA,"EndOfDay",NA,5,10,NA,NA,"None",NA,1993,"14","Esperance","Male",0,3,0,0,3,0,3,5,"44823","NA|NA|Free dive, occasionally","Waning"
145,2022-02-22,2022,"2022","EH","2",-33.8337885523713,121.931123571221,124,"Yes","No","NE","0",2022-02-22,"February",19045,1,1,"BandyCreekBR",NA,"Yes","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Waning"
146,2022-02-22,2022,"2022","EH","2",-33.8339830513684,121.931031199257,125,"Yes","No","Yes","0",2022-02-22,"February",19045,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.0367794180525,122.00163457288,"Extractive","Fishing","10:30","13:00","11:45",11.75,2.5,"Casting","Both",30,4,5,0,9,9,"0",0,0,3.6,0,0,"Black ass, fox fish,",NA,NA,"LowCatch",NA,10,50,NA,NA,"None",NA,1963,"14","Esperance","Male",1,3,0,0,4,0,4,6,"Dm476","NA|NA|NA","Waning"
147,2022-02-26,2022,"2022","EH","2",-33.8334861384439,121.93109579621,126,"Yes","No","Yes","0",2022-02-26,"February",19049,1,1,"BandyCreekBR","Boat","Yes","Yes",4,1,3,1,-33.8394323250977,121.986626129272,"NonExtractive","Other","06:30","09:00","07:45",7.75,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weather","Other",NA,3,1,2,1,"None",NA,1967,"14","Esperance","Female",2,1,0,0,3,0,3,5,"BU868","NA|Coastal viewing, came in due to no fuel|Were considering fishing but decided to just chill out","Waning"
148,2022-02-26,2022,"2022","EH","2",-33.8334314349546,121.931387156688,127,"No","No","NE","0",2022-02-26,"February",19049,1,1,"BandyCreekBR",NA,"Yes","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Waning"
149,2022-02-26,2022,"2022","EH","2",-33.8334637205389,121.931387156688,128,"Yes","Yes","No","0",2022-02-26,"February",19049,1,1,"BandyCreekBR",NA,"Yes","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Waning"
150,2022-02-26,2022,"2022","EH","2",-33.8336176042692,121.931411935817,129,"No","No","Yes","0",2022-02-26,"February",19049,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9813153543905,122.105899819848,"NonExtractive","Other","07:30","11:20","09:25",9.42,3.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weather","Weather",NA,8,20,20,4,"None",NA,1977,"14","Esperance","Female",1,1,0,0,2,0,2,6,"Gj407","NA|NA|Went out for a cruise","Waning"
151,2022-02-16,2022,"2022","EH","2",-33.8657026662566,121.894706828105,130,"Yes","No","Yes","0",2022-02-16,"February",19039,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8886674234712,121.843616725559,"Extractive","Fishing","07:00","10:15","08:37",8.62,3.25,"Casting","Bait",20,24,24,0,48,48,"0",0,0,14.77,0,0,"Whiting, squid",NA,NA,"ActivityChange",NA,36,40,NA,NA,"OW",50,1971,"14","Esperance","Male",1,1,0,0,2,0,2,6,"GS134","NA|NA|Believes increase size, decrease bag limit on south coast is necessary- also that you need to travel out further to get the same quality of fish as they used to.","Full"
152,2022-02-16,2022,"2022","EH","2",-33.8655548292536,121.894402027034,131,"Yes","No","Yes","0",2022-02-16,"February",19039,1,1,"EsperanceBR","Boat","No","Yes",5,2,0,0,-33.8486593136376,121.923587161433,"Extractive","Fishing","07:30","11:00","09:15",9.25,3.5,"Casting","Bait",3,7,5,0,12,12,"0",0,0,3.43,0,0,"Herring",NA,NA,"Weather",NA,12,40,NA,NA,"None",NA,1944,"3","Esperance","Male",1,2,0,0,3,0,3,3,"63031","NA|NA|NA","Full"
153,2022-02-16,2022,"2022","EH","2",-33.8654751492127,121.894120546228,132,"Yes","No","Yes","0",2022-02-16,"February",19039,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8647860422777,121.931845248974,"Extractive","Fishing","09:00","10:30","09:45",9.75,1.5,"Casting","Bait",8,0,6,0,6,6,"0",0,0,4,0,0,"Herring",NA,NA,"Weather",NA,52,47,NA,NA,"None",NA,1970,"14","Esperance","Male",0,1,0,0,1,0,1,3,NA,"NA|NA|Ginger Scottish guy, black boat Yamaha motor.","Full"
154,2022-02-16,2022,"2022","EH","2",-33.8679914352807,121.894158124553,133,"Yes","No","Yes","0",2022-02-16,"February",19039,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8568836639643,121.964546836756,"Extractive","Fishing","06:00","10:30","08:15",8.25,4.5,"Casting","Both",5,9,2,0,11,11,"0",0,0,2.44,0,0,"Herring, squid",NA,NA,"Weather",NA,20,30,NA,NA,"None",NA,1987,"14","Esperance","Male",0,2,0,0,2,0,2,3,"54516","NA|NA|NA","Full"
155,2022-02-16,2022,"2022","EH","2",-33.8679914352807,121.894158124553,133,"Yes","No","Yes","0",2022-02-16,"February",19039,1,2,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8676436681573,121.903876412809,"Extractive","Fishing","10:30","11:30","11:00",11,1,"Casting","Bait",4,2,0,0,2,2,"0",0,0,2,0,0,"Squid",NA,NA,"Weather",NA,20,30,NA,NA,"None",NA,1987,"14","Esperance","Male",0,2,0,0,2,0,2,3,"54516","NA|NA|NA","Full"
156,2022-02-16,2022,"2022","EH","2",-33.8680947420766,121.894786030767,134,"Yes","No","Yes","0",2022-02-16,"February",19039,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.88708279279,121.912387327593,"Extractive","Fishing","09:30","09:45","09:37",9.62,0.25,"Squidding","Lure",18,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"Weather",NA,120,45,NA,NA,"None",NA,1971,"14","Esperance","Male",0,1,0,0,1,0,1,1,"Gn895","NA|NA|Jet ski","Full"
157,2022-02-16,2022,"2022","EH","2",-33.8680947420766,121.894786030767,134,"Yes","No","Yes","0",2022-02-16,"February",19039,1,2,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8697185886002,121.903007212821,"Extractive","Fishing","09:50","11:30","10:40",10.67,1.67,"Casting","Lure",3,9,0,0,9,9,"0",0,0,5.39,0,0,"Herring",NA,NA,"ActivityChange",NA,120,45,NA,NA,"None",NA,1971,"14","Esperance","Male",0,1,0,0,1,0,1,1,"Gn895","NA|NA|Jet ski","Full"
158,2022-02-16,2022,"2022","EH","2",-33.8665951548559,121.893700000826,135,"Yes","No","Yes","0",2022-02-16,"February",19039,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9243471037108,121.890040145781,"Extractive","Fishing","08:00","09:30","08:45",8.75,1.5,"Trolling","Lure",0,1,1,0,2,2,"0",0,0,1.33,0,0,"Tuna blue fin",NA,NA,"Explore",NA,24,25,NA,NA,"DM",400,1974,"14","Esperance","Male",1,1,0,0,2,0,2,5,"459259","NA|NA|NA","Full"
159,2022-02-16,2022,"2022","EH","2",-33.8665951548559,121.893700000826,135,"Yes","No","Yes","0",2022-02-16,"February",19039,1,2,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8881645691295,121.8407692835,"Extractive","Fishing","10:30","11:30","11:00",11,1,"Casting","Bait",14,12,0,0,12,12,"0",0,0,12,0,0,"Mackerel, sand whiting",NA,NA,"ActivityChange",NA,24,25,NA,NA,"DM",400,1974,"14","Esperance","Male",1,1,0,0,2,0,2,5,"459259","NA|NA|NA","Full"
160,2022-02-16,2022,"2022","EH","2",-33.8661584899344,121.893357985248,136,"Yes","No","No","0",2022-02-16,"February",19039,1,1,"EsperanceBR",NA,"No","No",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Full"
161,2022-02-16,2022,"2022","EH","2",-33.8665697724608,121.894322194653,137,"Yes","No","Yes","0",2022-02-16,"February",19039,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9043300807332,121.797286070763,"Extractive","Fishing","07:45","12:00","09:52",9.87,4.25,"Casting","Bait",17,30,12,0,42,42,"0",0,0,9.88,0,0,"Whiting",NA,NA,"Weather",NA,20,55,NA,NA,"None",NA,1957,"14","Esperance","Male",0,2,0,0,2,0,2,6,"A311","NA|NA|Quotas are too confusing and vary between species. Eg whiting quotas affect herring allowances. Also thinks there are too many whites, lost a friend to white pointer.","Full"
162,2022-02-16,2022,"2022","EH","2",-33.8322005374937,121.931431010644,138,"Yes","No","Yes","0",2022-02-16,"February",19039,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.1457098319384,121.951177360401,"Extractive","Fishing","07:00","08:00","07:30",7.5,1,"Casting","Bait",45,6,3,0,9,9,"0",0,0,9,0,0,"Sea sweep, break sea cod",NA,NA,"Explore",NA,50,3,NA,NA,"None",NA,1964,"14","Esperance","Female",1,1,0,0,2,0,2,6,"Dc609","NA|NA|NA","Full"
163,2022-02-16,2022,"2022","EH","2",-33.8322005374937,121.931431010644,138,"Yes","No","Yes","0",2022-02-16,"February",19039,1,2,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.1489135521649,122.046211528493,"Extractive","Fishing","08:30","12:00","10:15",10.25,3.5,"Casting","Bait",50,6,8,0,14,14,"0",0,0,4,0,0,"Break sea cod, nanniguie, swallowtail",NA,NA,"ActivityChange",NA,50,3,NA,NA,"None",NA,1964,"14","Esperance","Female",1,1,0,0,2,0,2,6,"Dc609","NA|NA|NA","Full"
164,2022-02-16,2022,"2022","NSH","2",-33.8328850704615,121.931623851986,139,"Yes","No","Yes","0",2022-02-16,"February",19039,1,1,"BandyCreekBR","Boat","Yes","Yes",4,1,4,0,-33.9143665147233,121.895733528813,"NonExtractive","Diving","11:30","12:30","12:00",12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"Access","Weather","Safety",0,0,52,44,"DM",500,1950,"14","Esperance","Male",1,1,0,0,2,0,2,NA,NA,"NA|NA|NA","Full"
