OBJECTID,GlobalID,GUID for meta,# Interviewer,# Site,Screen: 18+,Screen: Have you been surveyed in the last 2 weeks?,Agreement to participate,"Are you/have you been a resident, got a holiday home here or been here over 3 months?","If here for less than 3 months, how many DAYS will you be in the area in total on this trip?","While you are on your trip, do you have access to a motorised boat/jetski (private/rental)?","If YES, how many DAYS out of your trip will you be going out on a boat in total? ",How many DAYS of your trip will you be doing coastal shore based activities in total? ,"Excluding this trip, how many times have you been to the area in the last 12 month?",created_user,created_date,last_edited_user,last_edited_date,Are you of Aboriginal or Torres Strait Islander origin?,Do you identify as a TO in this region?,x,y
83,1ad75c2b-5aaf-47dd-a8cc-2c8069b590d2,,NSH,EsperanceBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 4:17:09 AM,Nicole.Hamre_UWA,2/22/2022 4:21:14 AM,,,121.894190158476,-33.8646769916126
84,282d3f35-d0cd-4678-9cbf-455d021c089f,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 4:48:36 AM,Nicole.Hamre_UWA,2/22/2022 4:48:36 AM,,,121.894188276505,-33.8651313677191
85,f961cc07-f0c7-4fbd-a3d2-d9890a9f2f4a,,NSH,EsperanceBR,Yes,No,No,No,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/26/2022 1:35:50 AM,Nicole.Hamre_UWA,2/26/2022 1:35:50 AM,,,121.89375221091,-33.8637716507393
86,175d1c3c-38b0-4ae7-a973-9af6e2eb2509,,NSH,EsperanceBR,Yes,No,Yes,No,2,Yes,1,0,6,Nicole.Hamre_UWA,2/26/2022 1:54:12 AM,Nicole.Hamre_UWA,2/26/2022 1:54:12 AM,,,121.894219027634,-33.8657920906764
87,bba0a9bd-5d4d-4e86-bc35-7ac22f1c0ec8,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/17/2022 2:12:40 AM,Nicole.Hamre_UWA,2/17/2022 2:12:40 AM,,,121.931554546961,-33.8333601957516
88,1adcb2a0-ecb1-47df-b8d0-a777e6de2176,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/17/2022 2:17:04 AM,Nicole.Hamre_UWA,2/17/2022 2:17:04 AM,,,121.931631622413,-33.8331969273926
89,04176d5c-585d-4a82-a942-f3c8dddf0890,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,7,Yes,2,7,0,Nicole.Hamre_UWA,2/17/2022 2:24:13 AM,Nicole.Hamre_UWA,2/17/2022 2:32:39 AM,,,121.930904880856,-33.8332986077823
90,e5379b65-1d61-4294-985a-65399a766c26,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/17/2022 3:44:45 AM,Nicole.Hamre_UWA,2/17/2022 3:44:45 AM,,,121.931310454037,-33.8330929060611
91,fa64a3e7-2973-4381-914d-fcdffe228ab8,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/17/2022 3:51:57 AM,Nicole.Hamre_UWA,2/17/2022 3:51:57 AM,,,121.930971801752,-33.8335526011589
92,a1317a62-1007-43e4-b57b-6f082494e665,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/17/2022 4:44:20 AM,Nicole.Hamre_UWA,2/17/2022 4:44:20 AM,,,121.931014457355,-33.833446108865
93,2242e510-eb13-4c0e-9000-9656a79ad96c,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,14,Yes,5,7,0,Nicole.Hamre_UWA,2/17/2022 5:12:03 AM,Nicole.Hamre_UWA,2/17/2022 5:12:03 AM,,,121.931146692958,-33.8331372838948
94,00ebd7d6-c03f-43aa-ae64-1fe5ab20fcff,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/18/2022 1:39:38 AM,Nicole.Hamre_UWA,2/18/2022 1:39:38 AM,,,121.931156523222,-33.8331268132593
95,a275649f-2910-4fa3-abd1-778727ac2efc,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/18/2022 3:13:29 AM,Nicole.Hamre_UWA,2/18/2022 3:16:32 AM,,,121.931232881818,-33.8335862111899
96,cafab483-d30b-4a36-8873-84384ed691c1,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/18/2022 4:44:33 AM,Nicole.Hamre_UWA,2/18/2022 4:44:33 AM,,,121.931301224746,-33.8332003770584
97,0c7d9c06-fce7-4549-bb10-b5c7d625891b,,NSH,EsperanceBR,Yes,No,Yes,No,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 1:37:43 AM,Nicole.Hamre_UWA,2/19/2022 1:37:43 AM,,,121.893601184348,-33.8646425464441
98,51dfa3f7-82df-41cf-a0f8-1aa93ffd6a6c,,NSH,EsperanceBR,Yes,No,Yes,No,3,Yes,1,All,3,Nicole.Hamre_UWA,2/19/2022 1:48:30 AM,Nicole.Hamre_UWA,2/19/2022 1:48:30 AM,,,121.89421383627,-33.8644885776094
99,e8769595-a7cf-4616-b37c-fceb5542f34a,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 2:30:41 AM,Nicole.Hamre_UWA,2/19/2022 2:30:41 AM,,,121.893826233886,-33.8646572537823
100,4da40b00-6cd5-4896-aea9-ae5dd656ecdc,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 2:42:31 AM,Nicole.Hamre_UWA,2/19/2022 2:42:31 AM,,,121.894178860365,-33.8647509034469
101,4c37abe2-3fbd-4ed5-bba2-f35cff58bb67,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 2:53:34 AM,Nicole.Hamre_UWA,2/19/2022 2:53:34 AM,,,121.894364547524,-33.8655776288516
102,82356359-03c8-4040-9730-e90cdfb90f38,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 3:22:35 AM,Nicole.Hamre_UWA,2/19/2022 3:22:35 AM,,,121.893826233886,-33.8646572537823
103,05a82126-6c04-46d6-8c92-aebbb78f2a8b,,NSH,EsperanceBR,Yes,No,Yes,Yes,5,Yes,1,3,0,Nicole.Hamre_UWA,2/19/2022 3:27:45 AM,Nicole.Hamre_UWA,2/19/2022 3:27:45 AM,,,121.893601184348,-33.8646425464441
104,4e0c97df-f4e1-45b4-ad54-c0dc16f8470c,,NSH,EsperanceBR,Yes,No,No,Yes,NA,Yes,1,3,0,Nicole.Hamre_UWA,2/19/2022 3:34:54 AM,Nicole.Hamre_UWA,2/19/2022 3:34:54 AM,,,121.893826233886,-33.8646572537823
105,38649731-bad5-4ab5-99d2-470be1d85d8b,,NSH,EsperanceBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 3:38:34 AM,Nicole.Hamre_UWA,2/19/2022 3:38:34 AM,,,121.893826233886,-33.8646572537823
106,99541474-93ff-4b55-af57-8615892206f5,,NSH,EsperanceBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 3:45:27 AM,Nicole.Hamre_UWA,2/19/2022 3:45:27 AM,,,121.894364547524,-33.8655776288516
107,e2c71f7c-ed3b-4b6c-a4dd-23495340d369,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 4:08:12 AM,Nicole.Hamre_UWA,2/19/2022 4:08:12 AM,,,121.894188276505,-33.8651313677191
108,03725eb2-3931-4f63-aa4f-7b85b962b03e,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 4:29:52 AM,Nicole.Hamre_UWA,2/19/2022 4:29:52 AM,,,121.89399898261,-33.865724200002
109,8e74fb7b-1697-45ff-99e2-a74617ea22ce,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 5:27:48 AM,Nicole.Hamre_UWA,2/19/2022 5:27:48 AM,,,121.93110378942,-33.8339321955526
110,08f70467-6c0b-4af2-bc5e-a892ab8a700d,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 5:39:33 AM,Nicole.Hamre_UWA,2/19/2022 5:39:33 AM,,,121.931281839102,-33.8334782123724
111,cc6c0986-c741-4f81-8a96-1b78bf3d6e51,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 5:53:54 AM,Nicole.Hamre_UWA,2/19/2022 5:53:54 AM,,,121.931498530715,-33.8334055240985
112,d7ff377e-dadf-427c-90d5-15e4b96a29f3,,NSH,BandyCreekBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 6:09:42 AM,Nicole.Hamre_UWA,2/19/2022 6:09:42 AM,,,121.93110378942,-33.8339321955526
113,3c09cff3-29fc-4311-99d5-7185c3a16a96,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 6:15:12 AM,Nicole.Hamre_UWA,2/19/2022 6:15:12 AM,,,121.930806039226,-33.8339990235536
114,db10fec0-c528-4a62-b252-d28b6c06e265,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 6:25:22 AM,Nicole.Hamre_UWA,2/19/2022 6:25:22 AM,,,121.931465546375,-33.8335626710366
115,d2d03996-faca-47e5-a2ee-0dfa613c95ef,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 6:30:19 AM,Nicole.Hamre_UWA,2/19/2022 6:30:19 AM,,,121.93110378942,-33.8339321955526
116,3a5f1a2b-9ccd-4c77-b7b5-2ffb891a1601,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 6:48:44 AM,Nicole.Hamre_UWA,2/19/2022 6:48:44 AM,,,121.931509518908,-33.833337737519
117,49e1e9cb-9b9b-47c2-ba99-33679c1094ee,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 4:03:42 AM,Nicole.Hamre_UWA,2/22/2022 4:03:42 AM,,,121.930681462659,-33.8336275853424
118,8111a384-2bf9-4c4a-9b1e-abab8c98f4d7,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 4:08:35 AM,Nicole.Hamre_UWA,2/22/2022 4:08:35 AM,,,121.931071470731,-33.8336866091586
119,c9d6c970-69c5-4d98-b565-d07085adcfbd,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 4:12:31 AM,Nicole.Hamre_UWA,2/22/2022 4:12:31 AM,,,121.931048309468,-33.8331765733914
120,1329c3a8-8bc5-4ae3-a9b5-deb11cb5d8b4,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 5:27:54 AM,Nicole.Hamre_UWA,2/22/2022 5:32:46 AM,,,121.931361540329,-33.8337643653257
121,a5f28630-2646-4bfb-949f-5fed2cb9034f,,EH,BandyCreekBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 5:42:13 AM,Nicole.Hamre_UWA,2/22/2022 5:42:13 AM,,,121.931285418889,-33.8341638797609
122,587038c5-3b90-4e50-a999-a0fc76affc7a,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 5:48:36 AM,Nicole.Hamre_UWA,2/22/2022 5:48:36 AM,,,121.931268361678,-33.8333127974347
123,ca992115-75a7-4a71-9f7d-0fe33b578681,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 6:07:02 AM,Nicole.Hamre_UWA,2/22/2022 6:07:02 AM,,,121.931202597813,-33.8336956977779
124,179f0557-cef4-499a-8141-bef2378755f0,,EH,BandyCreekBR,Yes,No,NE,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 6:15:01 AM,Nicole.Hamre_UWA,2/22/2022 6:15:01 AM,,,121.931123571221,-33.8337885523713
125,4ebfe7ef-b690-4de7-9e0c-c2bbb1ba1825,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 6:21:12 AM,Nicole.Hamre_UWA,2/22/2022 6:27:16 AM,,,121.931031199257,-33.8339830513684
126,3c86553b-97c3-4872-9981-c3dd447aa113,,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,1,3,1,Nicole.Hamre_UWA,2/26/2022 1:07:07 AM,Nicole.Hamre_UWA,2/26/2022 1:07:07 AM,,,121.93109579621,-33.8334861384439
127,995ab30b-17bd-4b63-b227-e7aeb2f2b864,,EH,BandyCreekBR,No,No,NE,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/26/2022 2:10:38 AM,Nicole.Hamre_UWA,2/26/2022 2:10:38 AM,,,121.931387156688,-33.8334314349546
128,3eecdd3d-d852-403a-9293-74a5f58fd342,,EH,BandyCreekBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/26/2022 3:14:56 AM,Nicole.Hamre_UWA,2/26/2022 3:14:56 AM,,,121.931387156688,-33.8334637205389
129,ee39040d-535f-4f9c-98cf-f6e3dfb4da8c,,EH,BandyCreekBR,No,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/26/2022 3:39:34 AM,Nicole.Hamre_UWA,2/26/2022 3:39:34 AM,,,121.931411935817,-33.8336176042692
130,500d4e4a-ff0b-409f-8611-45cd731b7efe,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/16/2022 2:41:20 AM,Nicole.Hamre_UWA,2/16/2022 2:51:13 AM,,,121.894706828105,-33.8657026662566
131,bba4a32c-e66a-4526-aac6-308d754f0fe0,,EH,EsperanceBR,Yes,No,Yes,No,5,Yes,2,0,0,Nicole.Hamre_UWA,2/16/2022 3:17:04 AM,Nicole.Hamre_UWA,2/16/2022 3:17:04 AM,,,121.894402027034,-33.8655548292536
132,d560306f-cdd5-4496-b846-ca6c9efd9fad,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/16/2022 3:35:10 AM,Nicole.Hamre_UWA,2/16/2022 3:35:10 AM,,,121.894120546228,-33.8654751492127
133,f5deb850-9c45-49ed-ba4f-68861d2d8004,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/16/2022 3:50:18 AM,Nicole.Hamre_UWA,2/16/2022 3:50:18 AM,,,121.894158124553,-33.8679914352807
134,a53d7962-02a9-4e66-b64a-d9ec17107611,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/16/2022 3:55:59 AM,Nicole.Hamre_UWA,2/16/2022 3:55:59 AM,,,121.894786030767,-33.8680947420766
135,e9b77b44-583b-48dc-bdee-85a9594bac79,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/16/2022 4:05:47 AM,Nicole.Hamre_UWA,2/16/2022 4:05:47 AM,,,121.893700000826,-33.8665951548559
136,8e9ee990-5eb8-45f7-9619-d77e261f9c2d,,EH,EsperanceBR,Yes,No,No,No,0,No,0,0,0,Nicole.Hamre_UWA,2/16/2022 4:15:43 AM,Nicole.Hamre_UWA,2/16/2022 4:15:43 AM,,,121.893357985248,-33.8661584899344
137,777906ad-730b-4b2a-a042-20158febdb2a,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/16/2022 4:21:31 AM,Nicole.Hamre_UWA,2/16/2022 4:21:31 AM,,,121.894322194653,-33.8665697724608
138,e2100749-6809-4183-8d75-b1eb2623cdc4,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/16/2022 4:52:50 AM,Nicole.Hamre_UWA,2/16/2022 4:52:50 AM,,,121.931431010644,-33.8322005374937
139,e4074320-0ff9-4182-9b05-235d79945572,,NSH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,1,All,0,Nicole.Hamre_UWA,2/16/2022 5:43:58 AM,Nicole.Hamre_UWA,2/16/2022 5:43:58 AM,,,121.931623851986,-33.8328850704615
140,33dee111-fc0a-4101-8254-03a7fcc46221,,NSH,EsperanceBR,Yes,No,NE,Refusal,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,3/5/2022 7:00:54 AM,Nicole.Hamre_UWA,3/5/2022 7:00:54 AM,Yes,PNTS,115.802712636725,-31.9323430220905
142,e8464e00-20ab-471a-9bc3-360628bc350b,,EH,EsperanceBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,3/9/2022 2:58:54 AM,Nicole.Hamre_UWA,3/9/2022 2:58:54 AM,No,No,121.894382165283,-33.8656981445349
143,7a929da3-150d-42da-ab7f-32bcc0218816,,NSH,EsperanceBR,Yes,Yes,No,Refusal,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,3/10/2022 1:28:12 AM,Nicole.Hamre_UWA,3/10/2022 1:28:12 AM,PNTS,PNTS,121.893864259572,-33.8652892522002
144,8dad0574-ea07-4dcd-9ebb-ad0107d5738e,,NSH,EsperanceBR,Yes,Yes,Yes,Yes,NA,No,NA,NA,0,Nicole.Hamre_UWA,3/10/2022 3:38:42 AM,Nicole.Hamre_UWA,3/10/2022 3:38:42 AM,No,No,121.893898305722,-33.8651914647789
145,98b8b5ca-52a6-4d73-b426-89826e18128d,,NSH,EsperanceBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,3/10/2022 5:06:38 AM,Nicole.Hamre_UWA,3/10/2022 5:09:25 AM,No,No,121.893738663417,-33.8653009131061
146,ad756891-36d6-442d-b159-d2e510301221,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,3/10/2022 5:14:26 AM,Nicole.Hamre_UWA,3/10/2022 5:14:26 AM,No,No,121.894445098557,-33.8666696080478
147,89d10b01-c100-4498-becf-b82a4bf0d26f,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,3/11/2022 3:43:40 AM,Nicole.Hamre_UWA,3/11/2022 3:43:40 AM,No,,121.893954957975,-33.8648945124781
148,7138d321-8db7-44a3-b0aa-538acfe02de4,,EH,EsperanceBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,3/11/2022 3:52:41 AM,Nicole.Hamre_UWA,3/11/2022 3:52:41 AM,,,121.893901147093,-33.8655122950005
149,88870620-8e0f-445c-9913-a33e44d500e2,,EH,EsperanceBR,Yes,No,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,3/11/2022 3:55:42 AM,Nicole.Hamre_UWA,3/11/2022 3:55:42 AM,No,,121.893997398881,-33.8658017800692
150,e0910706-d726-4010-bbfd-bdd7928cac6e,,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,2,0,1,Nicole.Hamre_UWA,3/11/2022 4:33:11 AM,Nicole.Hamre_UWA,3/11/2022 5:08:14 AM,No,,121.931631293629,-33.8337254939667
151,815033d5-9f70-4487-a728-d14dc51eb08e,,EH,BandyCreekBR,Yes,No,Yes,Yes,5,Yes,3,1,0,Nicole.Hamre_UWA,3/11/2022 4:46:32 AM,Nicole.Hamre_UWA,3/11/2022 5:08:32 AM,No,,121.931474612172,-33.8329600052353
152,16402c26-fbe0-41d1-8987-ef8b2e58e268,,EH,BandyCreekBR,Yes,No,Yes,Yes,3,Yes,3,0,1,Nicole.Hamre_UWA,3/11/2022 4:57:16 AM,Nicole.Hamre_UWA,3/11/2022 4:57:16 AM,No,,121.930998485309,-33.8338727361308
153,e162f75c-9e9a-4d59-9996-a55d4bdceb9f,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,3/11/2022 5:03:54 AM,Nicole.Hamre_UWA,3/11/2022 5:03:54 AM,No,,121.930982352465,-33.8347182075546
154,da6e33c6-2b31-48c2-b7da-fe74a0b5e435,,EH,BandyCreekBR,Yes,No,Yes,No,5,Yes,2,1,0,Nicole.Hamre_UWA,3/12/2022 3:05:49 AM,Nicole.Hamre_UWA,3/12/2022 3:05:49 AM,No,,121.930329629393,-33.8350452828608
155,fa6c82bf-9b3c-4ae1-925b-34ab6a904f5f,,EH,BandyCreekBR,Yes,No,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,3/12/2022 3:18:13 AM,Nicole.Hamre_UWA,3/12/2022 3:18:13 AM,,,121.93159242712,-33.8347539116624
156,b65f27b9-0049-4706-9713-289f2921dbe5,,EH,BandyCreekBR,Yes,No,NE,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,3/12/2022 3:23:11 AM,Nicole.Hamre_UWA,3/12/2022 3:23:11 AM,,,121.998941620389,-33.9320748959826
157,f9fea0a2-797e-4012-a20c-77f140e8afaa,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,3/12/2022 4:09:43 AM,Nicole.Hamre_UWA,3/12/2022 4:09:43 AM,No,,121.93172789576,-33.8345774773054
158,770ad937-d86f-414c-bf4a-4f6ab192176d,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,3/12/2022 4:33:56 AM,Nicole.Hamre_UWA,3/12/2022 4:33:56 AM,No,,121.930782896827,-33.8344519899018
159,2bac57ed-edf9-4393-9f8d-c27e2b733d11,,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,4,NA,0,Nicole.Hamre_UWA,3/12/2022 5:30:01 AM,Nicole.Hamre_UWA,3/12/2022 5:30:01 AM,No,,121.930585792979,-33.833335913818
160,6989c75c-5493-4583-bad9-39d2a8f79b96,,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,4,0,0,Nicole.Hamre_UWA,3/12/2022 5:36:41 AM,Nicole.Hamre_UWA,3/12/2022 5:36:41 AM,No,,121.931497161683,-33.8340484175455
161,d6dd4ccb-66d7-46e1-bfbc-dbd2d7fea794,,EH,BandyCreekBR,Yes,No,No,Refusal,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,3/12/2022 5:40:30 AM,Nicole.Hamre_UWA,3/12/2022 5:40:30 AM,,,121.930869429742,-33.8345203725456
162,572a4c44-7466-4257-b1ad-49732d4c5649,,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,2,0,1,Nicole.Hamre_UWA,3/12/2022 5:46:25 AM,Nicole.Hamre_UWA,3/12/2022 5:46:25 AM,No,,121.930498159628,-33.8338917595089
163,6c243cb5-b6ce-4b8c-9f9f-c3f40742a68e,,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,2,0,1,Nicole.Hamre_UWA,3/12/2022 6:22:29 AM,Nicole.Hamre_UWA,3/12/2022 6:22:29 AM,No,,121.930999765408,-33.8338530419231
164,a340d541-752e-4d35-a556-3f344b640220,,EH,BandyCreekBR,Yes,No,Yes,Yes,2,Yes,2,0,0,Nicole.Hamre_UWA,3/12/2022 6:38:03 AM,Nicole.Hamre_UWA,3/12/2022 6:38:03 AM,No,,121.931695678581,-33.8342489839457
165,e136992d-e229-462e-bc82-824809d83ed1,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,3/12/2022 7:21:11 AM,Nicole.Hamre_UWA,3/12/2022 7:21:11 AM,No,,121.931442545012,-33.8337513786091
