OBJECTID,exGUID,# Is this a boat based or shore based activity?,"If RECALL, what date did they go fishing?",What type of fishing did you do?,Did you use bait or lure?,What time did you START fishing at this site?,What time did you STOP fishing at this site?,What was your maximum hook depth (m) at this site?,Number of fish kept undamaged at this site?,How many fish did you release at this site?,How many shark bite offs did you get at this site?,What species of fish did you keep? ,Why did you leave this site?,Comments,GlobalID,CreationDate,Creator,EditDate,Editor,Did anything detract from the experience you had at this site?,"If of Aboriginal or Torres Strait Islander origin, was this activity undertaken for a customary purpose?",x,y
175,2bac57ed-edf9-4393-9f8d-c27e2b733d11,Boat,,Demersal,Both,07:30,12:30,50,8,6,0,"Nannygui, black as blue grouper ",EndOfDay,,887ca475-0baf-42a2-93bc-582a3f118661,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,122.105345261976,-34.0663451976746
176,e136992d-e229-462e-bc82-824809d83ed1,Boat,,Demersal,Bait,10:00,14:00,60,30,15,2,"Queenie, nannagui even, blue grouper ",BagLimit,,8ef93329-0cfc-4c74-b076-189db4d89fba,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.826431902071,-34.0671418512464
177,7138d321-8db7-44a3-b0aa-538acfe02de4,Boat,,Casting,Bait,10:00,12:00,7,2,12,0,"Whiting, ",EndOfDay,,a42c33e6-80b3-42f2-91ab-a86b7f4eb74f,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,,,121.894948213507,-33.8804134204179
178,89d10b01-c100-4498-becf-b82a4bf0d26f,Boat,,Diving,NA,09:30,11:30,33,6,0,0,"Crays, abalone ",EndOfDay,,a889cc23-d45a-43b6-b0a8-18d3088146c6,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.90217040249,-33.9208030478922
179,770ad937-d86f-414c-bf4a-4f6ab192176d,Boat,,Trolling,Bait,10:00,12:15,35,0,0,0,,EndOfDay,,c60fd1e9-e847-4bff-a551-dd3e226e4264,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,,,121.992510459997,-33.9243972185406
180,ad756891-36d6-442d-b159-d2e510301221,Boat,,Trolling,Lure,11:30,13:00,0,16,5,0,"Herring, king George",Weather,,e63247de-11c3-4bc3-846b-f6f105cff0ff,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.910542639852,-33.8606155862332
181,770ad937-d86f-414c-bf4a-4f6ab192176d,Boat,,Demersal,Bait, 06:0,09:00,15,17,2,0,Whiting,Explore,,e6b47979-b072-4abc-b0e1-dcff23573f2b,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,122.002677660655,-33.8396674969047
182,16402c26-fbe0-41d1-8987-ef8b2e58e268,Boat,,Demersal,Both,05:30,12:00,55,25,12,0,"Nannagui, break sea, swallowtail, sweep, ",Weather,,f8a7db3e-c71c-45d3-8da3-6d74a762d399,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,,,122.11352702865,-34.2042057148479
183,98b8b5ca-52a6-4d73-b426-89826e18128d,Boat,,Trolling,Lure,09:00,12:00,0,17,2,0,Herring,EndOfDay,,ff94835f-9150-48f2-96e0-4327660a5b03,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.947240122664,-33.8827097836081
185,e20955c6-4068-4948-b964-8733c57456b0,Boat,,Trolling,Lure,07:30,09:30,3,0,0,0,,ActivityChange,,af0568ba-6052-482f-9f13-f8e78d6958ca,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.89074367487,-33.9265682736997
186,4f32b570-333c-4069-a5b5-61a901f58084,Boat,,Trolling,Lure,06:00,10:00,3,0,2,0,"Snook, herring, ",EndOfDay,,f2c48141-be65-47a4-93e9-e77879e769cb,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.883223600946,-33.9329346100143
187,c36ca304-69b5-4c71-88f3-8b9309af3b68,Boat,,Trolling,Lure,08:00,10:50,3,2,0,0,,EndOfDay,,fee55305-71ab-4b9e-b7ba-5c1906c72e1c,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.893545921788,-33.9338641223517
188,34e6ea76-a0d9-4c61-aca9-39a5a3696c72,Boat,,Trolling,Lure,07:30,10:30,3,12,2,0,Herring ,Weather,,3fc4b8c9-0d22-42b7-a238-6918499aa4f7,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.924572249482,-33.9122271399034
189,f46b03e7-2958-45bb-847d-6966ab6d6559,Boat,,Casting,Both,08:30,11:00,3,10,12,0,Herring,Weather,,0db61110-d643-49ac-b7f6-d35700348011,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.926049879309,-33.8581163745745
190,67fe0c09-eadd-481e-985a-dbc6cbf06166,Boat,,Trolling,Lure,10:30,11:00,3,0,0,0,0,Weather,,2b186efd-664e-4b35-8fa6-0a291c4deea6,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.99003933389,-33.9128192871255
191,a0c5b463-a32a-4c5d-a209-a5b125be2378,Boat,,Casting,Both,08:00,11:15,40,0,8,0,,Weather,,eb3a58af-8867-4bfe-9517-7f100c77f04b,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.891407096877,-33.9223669688845
192,97246a80-be4b-442f-b4e0-bb9d0000e224,Boat,,Casting,Lure,08:00,11:00,4,20,10,0,Herring,EndOfDay,,9c0f472d-2cae-458b-a8f5-8d1d234354d3,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.940934617716,-33.8590175644038
193,5aa9063f-aeb6-49a6-ada2-955bf628c841,Boat,,Casting,Lure,07:00,11:30,5,15,2,0,"Tommy rough, squid ",ActivityChange,,4cfb1482-00ea-4629-98b5-7cf1e4117c4c,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.936144761095,-33.8573569498806
194,1e6d8a89-5e0a-4dad-bd48-d544e185f95c,Boat,,Demersal,Both,05:30,12:00,60,13,15,0,"Swallowtail, nanniguie, harlequin, black ass ",EndOfDay,,0183a937-b36d-4ba2-b177-e5ab24609e60,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.898084534896,-34.0976724199153
195,7cb51318-863b-4561-9a7c-1531c3309708,Boat,,Demersal,Bait,06:00,11:40,40,0,0,0,,LowCatch,,0100ba9d-eaad-4dc1-8d8b-3b2a3c0fd8fb,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,122.00310048149,-33.9530026391018
196,6439b27f-3f8b-456b-bb14-cd70deb3fd70,Boat,,Demersal,Bait,08:00,12:0,45,5,5,0,"Nanniguie, queenie. Swallowtail",Weather,,9c833a9a-779b-45f4-bc43-966a8bdc22b1,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,122.070879637199,-33.9694425065678
197,e848a873-15a5-4f09-adb5-5a8e07bb1414,Boat,,Demersal,Bait,05:00,12:45,68,0,18,0,Nanniguie black ass ,EndOfDay,,aac30f54-8797-4cdd-b9c8-ad9623f8438f,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.9226962303,-34.0183223083097
198,a50fe43d-acbf-49f7-a7f1-c3b0635f25c4,Boat,,Demersal,Both,07:00,12:30,80,4,1,4,"Nanniguie, ",EndOfDay,"One shark, mako shark ",af9de658-a830-4390-98e5-4985410750d1,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.367744615271,-34.0549901690774
199,c7d77e7a-2d1e-425a-a692-333ad181f833,Boat,,Casting,Both,09:50,11:20,4,4,3,0,Herring,Weather,,ee129e3e-adce-4e8c-a482-4674f7178871,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.946095236902,-33.8714125579906
200,ea54c0f5-a231-458c-bd4b-6dc7c7b8028f,Boat,,Casting,Bait,07:45,10:20,5,2,4,0,Herring,Other,,37b0de87-29b6-4669-acad-b7b12b5a1a67,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.936326793009,-33.8621456189948
201,f7415b1e-69fa-4594-be09-aff9b4c91ef4,Boat,,Demersal,Bait,07:30,11:30,80,3,14,0,"Queenie. Nanniguie, blasts ass ",Weather,,2cd4c640-a1ad-44cd-b1c1-044e09f2f4d7,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.963042479353,-34.4142174826834
202,3389bf50-8f9e-4a9e-9121-ddb969a3e2c6,Boat,,Demersal,Both,07:00,12:20,60,15,2,0,"Nanniguie, black ass, pink snapper, swallowtail",EndOfDay,,1ded2003-8f65-4502-a49b-af07329127a9,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.862804674451,-34.0556675289126
203,1d2d0559-d142-4115-ad69-99be01045c50,Boat,3/17/2022 5:47:16 AM,Demersal,Bait,06:30,13:00,60,10,0,0,"Queenie, nanniguie, ",Weather,,041c13e0-6654-431c-b48b-cd87741b5192,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,122.234774378093,-34.1432742771799
204,5a70830e-16f2-4297-a728-453eae5445ef,Boat,,Trolling,Both,07:00,12:00,60,24,2,0,"Herring, mackerel, snook",Weather,,6b5a82b9-411a-41a8-ae85-7b964f673b35,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.900373110761,-33.9243623681342
205,0d9b362f-db1f-4b78-853c-ae9d7b9b2c65,Boat,,Demersal,Bait,07:00,12:00,60,10,6,0,"Nanniguie, queenie, black ass, fox fish",Weather,,91b33f2d-06f6-4e2a-88a1-543b9be54a41,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.884010355353,-34.0460272593524
206,c4de07e0-fbf4-44e2-af48-16581bc4f8c6,Boat,,Casting,Both,09:00,14:00,17,15,2,0,"Herring, mackerel ",Weather,,3bb08b49-56c6-4cb4-9ebd-8a97fd3d8c4a,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.921788275195,-33.8817051971993
207,1efa9d4f-ea00-461f-a20b-36b71a6c4c28,Boat,,Demersal,Lure,08:00,14:0,80,14,2,0,"Nanniguie, black ass, queen snapper ",EndOfDay,,7aec5a5b-9ad2-44c1-ac62-9dfd9b51fafb,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.986305142356,-34.0929464737147
211,448c7285-cb60-4afb-bbb1-f55962e85e58,Boat,,Trolling,Lure,07:00,11:00,0,2,0,0,"Blue fin tuna, stripy tuna",Weather,,9cff968e-d369-4904-b407-62f0dccaa692,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,No,121.899094792841,-33.9174496102026
212,5cd49537-7e2b-4a94-bf16-317bc1a36bc0,Boat,,Squidding,Lure,07:30,19:50,8,0,1,0,0,Weather,,0cf074f2-4214-4e2a-878a-d1bc78d3d2aa,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Conditions,,121.92120178401,-33.8526505034182
213,32d8bfcd-ab55-4b91-b12e-5b7d669db6dc,Boat,,Casting,Lure,09:00,10:00,16,2,0,0,"Herring, squid",EndOfDay,,10261607-37ee-41f5-a38c-7013d9da2546,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.880788063395,-33.9158715825492
214,196b8c8c-48b6-4fb5-b644-9645c4a6ea29,Boat,,Demersal,Both,10:00,11:30,5,3,12,0,"Whiting, king George whiting, herring ",Weather,,110bc7d6-1cfa-468f-8c09-6e0e37aa845c,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.865624302871,-33.8866660282008
215,196b8c8c-48b6-4fb5-b644-9645c4a6ea29,Boat,,Spearing,Both,06:00,10:00,4,2,8,0,Snook,Weather,,25440cb6-3d1d-418f-8140-a9f2bf44b8b9,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.898551202499,-33.9244296232787
216,ef921a93-6341-4fb9-9f7b-6d777f9eee79,Boat,,Demersal,Bait,12:00,13:00,4,0,0,0,,EndOfDay,,28cc862e-fb6c-4843-8bff-044a46c1d347,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.902638261259,-33.8549214868788
217,6f05f333-ce59-461b-96f9-f503e2c0c7d3,Boat,,Demersal,Bait,08:00,10:00,50,0,7,0,0,Weather,,35fc51e9-fd37-4eeb-928c-77c70a4f7784,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.610921929568,-34.025292257633
218,f871f9d8-d18a-40ce-bb7b-3599b6bc4f79,Boat,,Cray,NA,10:00,12:00,33,12,0,0,"abalone, baw fish ",Other,Scuba ,4cc6ca84-7f95-4ca1-b393-05f8cf94f6d8,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Conditions,,121.903705178644,-33.9186971799778
219,5e230049-25ed-4009-8322-c71acf6ae20f,Boat,,Demersal,Bait,09:00,12:00,15,22,7,0,Herring,EndOfDay,,5bc1a3b5-9607-4311-afa7-77d183b2e742,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Conditions,,121.858687243651,-33.9036631175562
220,32d8bfcd-ab55-4b91-b12e-5b7d669db6dc,Boat,,Demersal,Bait,06:00,08:30,42,0,2,0,,LowCatch,,626fe871-2225-4779-9802-6aa7299a9682,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Conditions,,121.886298839591,-33.9298597737791
221,54d2c2ba-cb56-4577-b4e1-862065457c66,Boat,,Demersal,Bait,10:00,12:15,15,12,4,0,"Herring, squid",Necessity,,6410aa36-44de-4eb2-8ae4-92ae951e4898,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.903387999687,-33.8567377521414
222,eefaa98a-881c-4c99-8cec-e0f26044bc96,Boat,,Demersal,Bait,07:39,11:39,70,17,9,0,"Red bight fish, breaksea cod",Weather,,8452e8dc-4f84-4629-85a1-392fe02cc191,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.945052229975,-34.1780488334844
223,7f991869-47b8-45ab-9e80-7d6dd424209c,Boat,,Demersal,Bait,11:30,12:00,30,4,2,0,Break sea cod,Weather,,9041294e-cf34-4730-a8c9-348726a65b82,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,122.134164241268,-34.0364994799003
224,ef921a93-6341-4fb9-9f7b-6d777f9eee79,Boat,,Demersal,Bait,09:30,11:30,13,0,50,0,,LowCatch,Not getting what they want,95847199-3afe-4834-b1ca-c2459be02062,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Conditions,,121.898763062972,-33.8809057803445
225,d8b9bdea-a4f0-489e-95da-2a057c3b9487,Boat,,Demersal,Bait,10:00,11:45,15,18,8,0,"Herring, whiting",Weather,,9b604ba2-a872-4429-8b75-2e93c5f5fecf,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Conditions,,121.870430970564,-33.8897116396875
226,6c6b96b8-5f50-4c63-bc38-3a3f487fc8e3,Boat,,Casting,Bait,19:00,12:50,12,8,2,0,Herring ,EndOfDay,,9f97e9d6-e896-40d7-8ed1-d1ca5cc26142,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.912026286596,-33.8813579155186
227,b0cb1815-3029-424d-ade1-d6a26c6c592a,Boat,,Casting,Lure,08:30,10:20,8,10,30,0,Herring,Weather,,bc023cbd-7342-4b16-93eb-e37ba93d2c6b,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.899544955697,-33.8630775659823
228,0c55f57c-00a3-40ac-8d9c-2ee46fb3dcee,Boat,,Casting,Both,11:30,13:50,6,0,0,0,0,EndOfDay,,c4b98ae7-7f06-4009-859c-f164cdd94f11,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.901086354232,-33.8711836696018
229,9ba063e6-a3fd-4086-bfe8-ad649449f54f,Boat,,Trolling,Both,06:30,13:00,40,0,4,0,0,Weather,,ccf62c58-5289-4b1e-915a-4cbaa292011a,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Conditions,,121.790927467297,-33.9265629464665
230,7f991869-47b8-45ab-9e80-7d6dd424209c,Boat,,Demersal,Bait,09:30,11:00,60,4,10,0,"Fox fish, sweep",LowCatch,,dab117b6-9d21-4849-af0e-96a05933bb59,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,122.16014792642,-34.0730537992824
231,aa599799-f281-4c7f-b9f5-48b23b575f00,Boat,,Casting,Lure,07:00,10:40,0,12,5,0,Herring,EndOfDay,,dd655aff-0808-4015-bb08-760eb37b1835,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.902104197551,-33.8648042451016
232,0c55f57c-00a3-40ac-8d9c-2ee46fb3dcee,Boat,,Casting,Both,11:00,11:30,5,0,0,0,0,Weather,,f94f6f0c-8984-4c58-b0f1-b9507df9b610,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.903178780261,-33.8615256846658
233,5f68c899-068d-48c4-b20a-1ed05c5b4c51,Boat,,Demersal,Bait,07:00,11:00,65,25,3,0,"Nannagui, breaksea cod, queen snapper, blue grouper",EndOfDay,,fcefdf9e-cd40-4f12-af12-8f33ab568065,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.933419464763,-34.1386244440983
235,12a570b4-e31b-4c72-acbd-84b8b255ff30,Boat,,Demersal,Bait,06:45,12:50,35,6,0,0,"Swallowtail, nanniguie, black ass, harlequin ",Weather,,9c3e642a-8312-4c46-a508-2c271f087169,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Conditions,,121.614439002788,-34.0221156380179
236,eac1699c-2c6c-4b21-b05b-20a009f08f9e,Boat,,Demersal,Both,07:30,13:00,60,12,12,0,"Nanniguie, blackass ",Weather,,78ab7d19-6f35-4521-9ce9-5d7f3ccd9545,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Conditions,,121.675671731679,-34.0055442198512
237,ee314161-001f-423d-8269-9d161bc96d70,Boat,,Demersal,Both,07:30,13:30,60,12,12,0,"Nanny, black fish, Fox, harlequin, pink snapper ",EndOfDay,,007dc188-9433-4d15-b0e0-dd021a752428,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.97262204078,-34.1198959759795
238,1bc4681b-a173-4f36-81b2-d7a75dc28684,Boat,,Demersal,Bait,08:00,13:0,40,13,4,0,"Pink snapper, nanny, black ass, ",Weather,Possible depredation unsure ,3f391ef1-2b10-4529-80cc-f1430de1146b,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.785772576667,-33.9182493554231
