OBJECTID,exGUID,# Is this a boat based or shore based activity?,"If RECALL, what date did they go fishing?",What type of fishing did you do?,Did you use bait or lure?,What time did you START fishing at this site?,What time did you STOP fishing at this site?,What was your maximum hook depth (m) at this site?,Number of fish kept undamaged at this site?,How many fish did you release at this site?,How many shark bite offs did you get at this site?,What species of fish did you keep? ,Why did you leave this site?,Comments,GlobalID,CreationDate,Creator,EditDate,Editor,Did anything detract from the experience you had at this site?,"If of Aboriginal or Torres Strait Islander origin, was this activity undertaken for a customary purpose?",x,y
239,d73d0b6c-9ff0-409e-b96e-9949cedfc986,Boat,,Casting,Bait,08:15,10:00,3,15,2,0,"Herring, mackerel ",EndOfDay,,e066cedb-6bab-4003-b382-e7f3cea74d57,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.932743104321,-33.8440897603455
240,62745bec-b1e1-45db-a08f-58ec1a62b5ec,Boat,,Demersal,Lure,05:30,10:30,35,0,0,0,,LowCatch,,28b6d64f-932f-415f-8e05-ed672f3f9ca0,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Conditions,,122.016554571059,-33.9680684299896
241,bc2318c7-a060-47fa-8c6d-ed03edfba7b9,Boat,,Casting,Both,09:00,11:00,20,3,25,0,Herring,Weather,,0759ac09-3b9b-44dc-95de-04a0af122094,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.96229076553,-33.8566570500702
242,0b08c1af-2919-49b0-80f1-2bc5a795e5e5,Boat,,Casting,Both,09:00,11:30,11,18,4,0,"Whiting, herring, squid ",EndOfDay,,52a0cac6-a62e-4b0f-b902-b9cd655af016,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,122.020631104259,-33.8472847420642
243,530a9485-ba3d-4d46-9e96-acc2c9814e55,Boat,,Demersal,Bait,06:30,10:30,40,2,2,0,"Queen snapper, black ass",LowCatch,,363b9448-2ceb-40c9-905a-9ffc7d56ecf8,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,122.098673035084,-34.0691171659928
244,0b6a26fc-2d7a-4daf-bde8-79fd6b795d7a,Boat,,Demersal,Both,07:30,10:30,80,20,25,1,"Dhu fish, black ass, nanny, swallowtail, ",ActivityChange,,cae4ba6b-51d1-456b-b0cc-784eae72e9cd,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.683324493957,-34.3441008330178
245,fe86052c-ed43-44b2-a6b0-36f53dfb9a24,Boat,,Trolling,Lure,09:30,11:30,3,2,6,0,Tuna,BagLimit,,5e53b1fa-26bb-4169-8fe0-886e9c33bb1c,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.90349120713,-33.9191048323604
246,fe86052c-ed43-44b2-a6b0-36f53dfb9a24,Boat,,Casting,Bait,11:30,12:30,5,10,3,0,Garfish ,ActivityChange,,b10f0512-c530-46f6-ac5b-fdd90e2cb19f,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.931675121534,-33.8397818569436
247,c7cef302-53d6-4ef0-98f9-94c2e965c5ce,Boat,,Demersal,Bait,07:15,12:30,60,20,10,0,"Nanny, black ass",EndOfDay,,ee2ecd08-f11c-4296-8688-b77350782d2d,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Conditions,,122.004825993335,-34.2209623350454
248,ac2879d5-6a34-4cd7-8637-a112a8386693,Boat,,Demersal,Both,07:30,10:30,50,5,0,0,"Black ass, nanny",Explore,,7920f969-3a00-44d0-987a-3ad59c813a4a,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.871131362737,-34.0625078571715
249,ac2879d5-6a34-4cd7-8637-a112a8386693,Boat,,Demersal,Both,10:30,13:00,30,1,2,0,Nanny ,LowCatch,,be760570-a026-4a5e-af8c-992baa5c8db6,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,122.091585289763,-34.0091189525541
250,5cbbcd1c-7eac-4435-a3eb-a1ad2defc165,Boat,,Demersal,Both,11:30,13:00,12,4,20,0,"Flat head , whiting, squid",ActivityChange,,79ffccff-81a2-4cb5-be78-ab734c2ee279,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,No,121.966603586192,-34.0609584489323
251,8ca182d2-e573-4842-803d-3d246d00d7c4,Boat,,Casting,Bait,09:00,12:30,4,0,7,0,,EndOfDay,,7a07dfc6-3a8b-4a45-bc5b-c9ff8bcc5acb,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.865673853044,-33.8842205275233
252,213b89b9-a061-46d6-9d81-1da2454e2854,Boat,,Demersal,Bait,08:00,09:30,70,24,30,0,"Nanny, black ass, sanmpson fish ",EndOfDay,,b4008b35-1001-48ca-910c-1b84606b160a,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.365968105168,-34.048827608781
253,048fab52-81c6-4cb1-936f-af8371ca17e3,Boat,,Demersal,Bait,08:30,13:0,50,4,9,0,"Black ass, hardly ",EndOfDay,Not enough fish ,0d987b42-1eb4-48d2-8f06-f18756cd6484,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Other,,121.927366294781,-34.1387183966668
254,398b4e99-903b-4496-bc49-a98d270e0957,Boat,,Demersal,Both,07:30,13:00,70,15,7,0,"Nanny. Black ass, squid, whiting ",Weather,,571a956b-06c9-4929-a9ce-06ae90b5b75e,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.65134660963,-34.0102906215622
255,20c6cf7d-2c3a-4641-9e8d-44847c499600,Boat,,Demersal,Bait,08:30,13:30,30,4,6,0,"Nanny snapper, coral trout",EndOfDay,,5a8847da-64de-4da7-b37b-af6a2413c164,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.949496512791,-33.9005291382841
256,bba47f52-25b3-4f74-b0dd-259d4c45790a,Boat,,Demersal,Bait,08:30,13:00,75,15,20,0,Nanny,EndOfDay,,fd4f6f1d-75b5-415f-9c0f-c572c81443ec,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.35957898683,-34.0491727165131
257,e7531437-45e3-42c1-8e38-8412bd1759ff,Boat,,Demersal,Bait,07:30,13:30,50,6,4,0,"Nanny, black ass, sea sweep",ActivityChange,,95cac044-624a-46bd-ab1c-21bf9f244e1f,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Conditions,,121.872160099027,-33.9320008301905
258,bd02c618-9921-4485-8ca4-b4f976187273,Boat,,Demersal,Bait,10:00,13:30,20,10,20,0,"Gummy, nanny, black ass, queen, harlequin ",EndOfDay,,0da5921e-b80c-4e72-8ef0-95b56e1996de,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.793539100695,-33.928178309026
259,b5d87152-43d2-4885-9615-53c5a6d25bcd,Boat,,Demersal,Bait,06:45,11:00,70,24,12,0,Nanny ,EndOfDay,,d6473895-85c8-4289-a587-75778a2bc818,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.982778508366,-34.1449570240019
260,7c3badaa-8eb8-4e4e-89cd-1c76bc4668b2,Boat,,Demersal,Both,09:0,13:00,35,9,20,0,"Nanny, swallowtail ",Weather,,2ebf3341-ac4f-49de-a30c-0d9f8cdbbb4f,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,122.111469676444,-34.0261498076184
261,23152f3e-9ecc-4e7c-bc0d-60d49739cd0d,Boat,,Demersal,Both,06:30,13:00,80,15,2,2,"Nanny, black ass , queen, sweep",EndOfDay,,175871f0-e754-4315-81b1-aa16c975b9a9,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.840932214537,-34.2497000748033
262,f3669da2-3f16-4aa9-9692-ac179c47f32c,Boat,,Demersal,Both,10:30,14:30,48,0,1,0,0,Weather,Low catch there,688cdbd5-2846-4784-b68f-45ee033b0892,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Other,,121.955985365685,-33.9161326836378
263,56adecd6-71fb-4139-91e2-b597d64c0770,Boat,,Demersal,Both,08:00,12:00,180,30,5,0,"Nanny, pink snapper, queen snapper, black ass, blue fin tuna, giant the ally, sea sweep ",BagLimit,,61b4b435-05e2-402b-b802-c4130b3b06ab,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Conditions,,121.764018940509,-34.5076828073802
264,1adc2f92-3f14-4e68-a2ca-ea383a339768,Boat,,Demersal,Bait,09:00,13:00,90,3,5,0,"Nanny, ",EndOfDay,,8ae68bcd-b937-4dcb-88f9-fa2d7b7b7253,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,123.304317145057,-34.5373950994373
265,14e17438-3700-45c3-ac6f-d187e8e7dc1c,Boat,4/15/2022 8:02:47 AM,Demersal,Both,07:30,14:00,80,20,6,1,"Skippy, sweep, nanny, yellow jacket, yellow tail king fish ",ActivityChange,,2fecf0d1-6e2c-4d66-bfc2-2f412aafde66,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,122.221501261324,-34.3813824430247
266,6a4a6782-1694-4116-a96a-ec8ccc27776e,Boat,,Demersal,Bait,07:30,15:00,60,20,10,1,"Nanny, black ass, Harley, Fox fish, whisker shark ",EndOfDay,,3b48d4c9-c243-4415-88d0-84695b81a58d,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.877341987624,-34.0489255418944
267,6c90b398-cd00-4f55-b737-74f0f190422c,Boat,,Casting,Bait,08:15,09:30,10,7,7,0,"Herring, mackerel ",ActivityChange,,9fb6fc0c-aa87-470d-b29c-80607ebd5ede,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.940461095068,-33.9397129533968
268,323b6228-c942-4f03-b824-d68869617b0c,Boat,,Casting,Bait,08:00,09:00,10,0,30,0,,LowCatch,,879d438b-ab37-4ff0-9a5c-e01994adaff1,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Other,,122.000904724051,-33.8378752209858
269,323b6228-c942-4f03-b824-d68869617b0c,Boat,,Casting,Bait,10:00,11:00,15,1,100,0,Queens ,EndOfDay,Seal took the line ,0bd03e30-f9d8-47b8-a247-7bf51f674eae,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Other,,121.959775523159,-33.8413501966656
270,c73f7be9-ca48-47a5-aa44-065982c0eb7d,Boat,,Demersal,Bait,06:30,10:30,160,10,2,0,"Nanny, ",Weather,,446ada4c-64de-4d39-868c-662fcccbe812,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.794113814966,-33.9136564466434
271,abc2bf10-e1b6-48eb-a07a-e0083f3e0c5a,Boat,,Trolling,Lure,08:00,11:00,3,6,0,0,Pike ,EndOfDay,,61dd0806-9af3-45d9-bf84-5058e09db6e8,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,122.021066412574,-33.9682474357716
272,dbff0c9f-3ba8-4702-aa67-6090927e3107,Boat,,Casting,Bait,08:45,12:14,15,30,2,0,Whiting ,BagLimit,,b5847e26-fc90-4123-a045-fd9d4d4b427a,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.793548424309,-33.9127508702712
273,524696e0-82ea-4c76-a245-6260f653b258,Boat,,Casting,Lure,12:00,13:00,10,0,0,0,,ActivityChange,Jet ski ,cff61e72-bc8a-456b-a8ad-03c6c00641f2,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.933539485074,-33.8368306378819
274,0b70c41f-1e32-4c3d-9ae2-a5967b98c950,Boat,,Casting,Both,10:30,14:45,5,15,2,0,Herring,EndOfDay,,af6e103b-51fe-438b-900e-c33cb63ed662,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.90233853028,-33.9198846118689
275,af150a0d-d6d4-4cd9-baf3-cf637838d775,Boat,,Casting,Bait,11:30,13:30,4,6,3,0,Herring ,EndOfDay,,89d8f352-5358-49e6-bbb0-7d9a4bfee700,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.937291202739,-33.8633903585175
276,b0124cf8-94eb-4708-b39d-a720e778334e,Boat,,Demersal,Bait,08:00,12:00,80,26,10,0,"Nanny, black add",BagLimit,,29f41370-83a1-48dc-a0b1-672d5ff55b37,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.835373990226,-34.2481914484573
277,ab7d3d77-cbdf-4630-99a4-54130dc2e359,Boat,4/16/2022 6:20:25 AM,Demersal,Bait,09:30,13:00,30,12,15,0,"Queen’s, nanny, black ass, ",EndOfDay,,fe7069a5-c352-4733-a652-e3f2d2aa15b1,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,122.14230716479,-34.0350048523992
278,b7ae74c4-3b39-4d96-a367-269dac4049d6,Boat,,Casting,Bait,11:00,14:00,9,12,6,0,"Leatherjacket, herring , king George whiting ",EndOfDay,,8dbe7e9a-a429-4ad4-8227-ef71e8cde795,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.946470480264,-33.8612125906488
279,26a14717-2139-45ea-a7aa-95f0b2df441e,Boat,,Demersal,Both,06:00,14:00,40,4,2,0,"Nanny, ",Weather,,fe92b0b1-75fe-497c-8945-991566de2759,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.934122496185,-34.1373824948168
280,c6e12dee-dd3f-4472-a9e2-b6111b582c47,Boat,,Demersal,Both,08:00,14:00,70,12,20,0,"Black ass, nanny, ",EndOfDay,,0d3a75e1-062c-42ce-8bfa-fee81faf3749,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,122.038731369412,-34.1868242679572
281,5ed0faf2-4356-4a17-b4a2-c5fdef7ce010,Boat,,Demersal,Bait,07:30,13:00,97,32,40,0,"Nanny, black ass , yellow tail king fish ",EndOfDay,,66f35227-0804-4645-b7bd-cffac9dbb90a,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.982050295369,-34.4735997078764
282,09dce737-8229-429b-9430-4a4b31f4b19f,Boat,,Demersal,Bait,09:00,15:00,40,22,5,0,"Whiting, ",EndOfDay,,0161d323-f4be-47a0-b80e-5496f551d8e1,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Expectations,,121.874400097595,-33.9193147421327
283,51b63e4e-f91d-4110-b527-e5895b154122,Boat,,Casting,Bait,11:00,15:00,18,30,4,0,Whiting ,EndOfDay,,af82e5a7-5168-4ffd-8723-984b0831fd9e,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.788909390333,-33.9088700694497
284,2554bb3d-b172-4e0a-a31f-f0aefb0fe636,Boat,,Trolling,Both,13:30,15:45,3,0,0,0,,ActivityChange,,b8595975-c13f-4716-8635-2280ffcfeeba,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,,121.792870117218,-33.9117187153712
285,cfc1c208-99ea-400c-a44e-59f7568436c9,Boat,,Squidding,Lure,07:30,09:30,6,5,0,0,Squid,Weather,,c4541636-f10c-432e-9c86-76b3e373f170,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,No,121.903708170034,-33.8639506043582
286,35a2d570-aa32-4742-8780-ce1936174f5e,Boat,,Casting,Lure,08:00,10:15,0,23,50,0,Herring,EndOfDay,,9033853d-c618-4cfa-bb10-ebc6ac3f0f8f,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,No,121.903445276269,-33.8538342923372
287,c5e9ba25-e6a4-4bd1-a85b-93aa29e204cf,Boat,,Demersal,Bait,06:00,10:30,60,2,2,0,Queen snapper,Weather,,d1a9cda0-1f20-44e4-a001-83b0a100b635,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,No,121.686529666721,-33.9541184468304
288,78da4ac9-7a19-456c-9efd-70a2827639d8,Boat,,Squidding,Lure,10:00,12:00,16,0,1,0,,EndOfDay,,a55faae5-bbb1-4ed1-ae97-67f44828ec8c,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,No,121.901460531294,-33.8625599120713
289,4c47c3d8-0f8a-42f9-b444-e80c9fe0912f,Boat,,Demersal,Bait,08:30,11:00,75,14,8,0,"Nanny 13, 1 breaksea",Weather,,196261ca-b6b6-4526-9fcc-7606f63a782b,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,No,121.485064291339,-33.9660090030943
290,0a746c95-eb73-45c3-a5be-338f291883ee,Boat,,Squidding,Bait,10:00,12:00,8,7,2,0,"5 Herring, squid 2",EndOfDay,,5b787889-2d53-46cc-be8d-f2318e62324f,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,No,121.905388306178,-33.8664585625663
291,1965dc34-c1dd-4374-8faa-82abdb43cb46,Boat,,Casting,Both,07:00,09:00,8,0,0,0,,ActivityChange,,14963d07-6615-4788-b160-a676e674cd1d,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,No,121.90628291681,-33.8592178774988
292,1965dc34-c1dd-4374-8faa-82abdb43cb46,Boat,,Trolling,Lure,10:00,12:30,0,25,12,0,Herring,Weather,,7b6af82f-3b19-4605-8cd6-f08952cdcca1,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,No,121.906231098391,-33.862474500411
293,467cd45a-dd62-49e6-a272-cb9ff2b1c2cd,Boat,,Casting,Both,11:00,13:15,0,5,10,0,Herring,EndOfDay,,a3089541-6480-42f5-b78b-b93e89a0b953,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,No,121.897468341815,-33.8676482092969
294,fd180512-d4b4-4d2c-b9b7-ffb78dc1a633,Boat,4/18/2022 12:43:41 AM,Trolling,Lure,14:00,18:00,0,8,0,0,"Herring, squid, garfish",EndOfDay,"Around ram island, stayed night at ram and came back this morning",135b05bf-7de9-4b71-a36b-72a6ef8205f8,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,No,122.133256667947,-34.033674775441
295,e2d541f3-587c-40ef-9330-3c34f5d52444,Boat,,Demersal,Bait,07:00,09:30,30,6,10,0,"Harlequin, nannaguy",Weather,,e719dda3-2bb7-4db5-a2e3-ce6014f6c426,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,No,121.990759725255,-34.0518107093563
296,13c582eb-cb2a-4399-9532-923b3e14fcaf,Boat,,Demersal,Bait,06:00,12:40,75,24,3,0,"Red snapper. Black ass, swallowtail ",BagLimit,,b14eacb6-d91e-49fe-990d-ebf73ee2ffaa,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,Conditions,,121.601709613802,-34.0263028172306
297,60bf6d99-857d-4210-852f-dc3456d4236d,Boat,4/19/2022 5:38:29 AM,Demersal,Bait,08:00,12:00,60,20,10,0,"Nanny’s, black arise, queenie ",EndOfDay,,3bf914c4-1f9b-4dfb-a552-7524bf9abf7a,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,No,No,121.696329482479,-34.0071642630844
